ID,tweet,none
1333465797730201602t,SAY NO to   ,1
1406618132689600513t, Pfizer paid largest fine in corporate history for the opioids they bribed doctors to prescribe Now same people foaming at the mouth to take their vaccine The opioids killed more than covid ever did,0
1305509340841938944t,And if Pfizers vaccine doesnt work their Phase 1 diversity program will become a diverse nightmare for the participants Dont want to be one,0
1375815697926922246t, The residents in long term care What rights do they have being pressured into getting the vaccine  Now you have workers getting positive readings that arent vaccinated so residents still need to be tested and showers taken away  because of outbreak mode Is this fair ,0
1381930204667449345t,BREAKING FDA and CDC announce that they are calling for an immediate pause on the use of the singledose Johnson  Johnson vaccine ,0
1372118671179583492t,Have they no decency Moderna begins testing COVID vaccine on young children babies ,0
1313515679216209921t, I hear you Any chance he is setting the table for the fact that the entire premise have been we can get to zero and we know that wont happen so he is saying look even w a vaccine this is here Idk seems at some point we need honesty about the zero Covid crowd,0
1370737752149483520t,  ah thank you for that I appreciate it yes I am not going to have that one I am going to wait for Johnson and johnson or the tablet vaccine if the people making them get on with it,1
1348111995963396098t, I get that It just seems like the symptoms for the vaccine have been worse than covid for a lot of people,0
1363876889115377664t,Yo if you have the covid vaccine and still social distance  wear your mask youre nothing short of a loser,0
1352700688200036352t, How can a vaccine work when its not been tested for months on a new variat Stop taking sh,0
1290053676841590786t,I have had so many shots over the years with my military service I will not do it again I will NOT Comply Federal Government and Yale Are Holding Clinical Trials on How Best to Persuade Americans to Take COVID19 Vaccines  via ,1
1263748058145316868t,Please read this short article You have to keep scrolling down past the adsThis is VERY CONCERNINGFauciModernas CV vacc is JUNKGatesFauci Vaccine Announcement Hides Facts 20 Percent Of Human Subjects Severely Injured  Conservative Daily Post ,0
1291657231709216769t,COVID IS REALLY AN INTELLIGENCE TEST HOW CAN ANYBODY BE STUPID ENOUGH TO THINK OVERNIGHT EVERYBODY IN THE ENTIRE WORLD IS SICK  NEEDS TESTING MASKS  VACCINES MOST PEOPLE WHO TEST POSITIVE FEEL FINE  ARE NOT SICK WHAT A FEAR PSYOP ON HUMAN RACE EVERYONE IS BRAINWASHED SO SAD ,0
1325850214033448962t,  Well if Biden actually get into seat hey Americans start buying coffin  lol gate said 700000 will die by his vaccine I wonder how many will die by pfizer vaccine Evil company they killed 200 children in my country use them as lab rat run away then paid the govt,0
1338473543047262209t,     dont slander me with tinfoil schizo nonsense you didnt dispute anything i actually said there has never been a safe or effective mrna vaccine this one rushed with all safety standards gone pfizer admits allergic response  death in the trials dangerous product steer clear,0
1337052728665706500t, Im 100 not an antivaxxer but I wont take this covid vaccine,1
1374824930974560262t,I totally agree I dont think they are taking the Covid vaccine also ,1
1330980204886560770t, If you have the Oxford vaccine you might end up in a comma,0
1365549396453175297t,You can take from the continued mask wearing that the info on the vaccine is not all true Why else keep pushing mask wearing Vaccine is a way to micro chip everyone ,0
1343042300398735362t,  And I will take HCQ No need for vaccines Treatment with Hydroxychloroquine Cut Death Rate Significantly in COVID19 Patients Henry Ford Health System Study Shows  ,0
1304028423153758209t,  Never been vulnerable to other Corona virus dont get the flu dont really get colds No underlying comorbidities likely to recover fully No reason to risk a new vaccine,0
1339171878510923778t,Why would a healthy person take the risk of becoming very sick by taking the untried and improperly trialled Pfizer vaccine,0
1318502952773013504t, Even at gunpoint I would never allow that shite to be injected in me my wife or my children,1
1374100099941404673t,Lola was very unhappy going to the vet to get her rabies shot Shes an antivaxxer  dogsoftwitter antivaxxer  ,1
1364515788753940480t, I wont be getting a vaccine and your company wont be getting used by millions of people  ,1
1291167367213588480t, He better cause they are going to start testing the Phizer experimental covid vaccine which is a killer shot,0
1310144981240340480t,  Well you did not die from covid nether will we  forget the vaccine ,0
1339811013009412096t,     She hasnt had the vaccine yetlisten to what she saysitsmall optics,1
1352696786914336770t, 54 million people had a vaccine that doesnt make them immune to anything Think about that Unbelievable ,0
1345833041483194376t,The 32yearold doctor who received the Pfizer COVID19 vaccine was admitted to the intensive care unit  after developing rashes convulsions muscle weakness and breathing difficulties within half an hour after vaccination the ministry said ,0
1350005241316519942t, Please look into research from Norway Pfizer vaccine might not be safe for the old and frail This is important,0
1366957601410408448t,    Womans severe reaction to Pfizer Covid19 vaccine  Doctor dies after vaccine shot He dies from bleeding in his brain ,0
1244766685359271937t,All I know is I aint getting the vaccine Its all bs,1
1297969696059404288t,      And a vaccine would do nothing for those people It would only make things far worse,0
1336817982161309699t,   I am I got them as a kid Ive never chosen to get one or gotten one as an adult Ive never gotten a flu shot I never will I will never get another vaccine Definitely not the Covid vax,1
1376151585030553601t,  They do ask if youve had a reaction to any vaccine in the past Be sure to tell them Ive never had a reaction to a vaccine before This was the 1st time And Pfizer seems to be worse on 2nd shot My reaction on 1st shot was same as my moms on 2nd shot,0
1344004119657390097t,  And how do we decipher the genuine people from the paid government shills who claim to be at the front end of everything but are merely spreading government propaganda For all anyone knows you or your partner may have heavily invested in big pharma vaccines,0
1377245609007185921t, Im the same that vaccine aint going anywhere near me,1
1334813112340533249t,  Thats a joke tight buddy The vaccine that even the ex head of Pfizer is suggesting people AVOID because its not tested rigorously enough How do you tie your shoelaces in the morning   ,0
1306662401551597570t, Is Trump spending millions of taxpayer money on that Rush Job Russian vaccine Trump will do anything to get more votes including releasing a vaccine before it is tested and verified that it works and doesnt cause harm,0
1330687273537564672t, That would be nice As vaccines for COVID are not 100 protective and the message from Universe is clear all COVID Vaccine is far dangerous to the body than COVID itself So feel free to steal Spiritual Psychologist,0
1375119344733147146t,    You just changed my mind I am now a conservative that wont wear a mask or get a vaccine Thanks for playing,1
1354976004834471939t,Perfectly Healthy Father died after Pfizer Vaccine Read Entire Thread  ,0
1328723763869880321t, Omfg yall are really cluelessthe democrats want new world order Forcing covid vaccines onto people they are claiming are getting the sickest And that is black and Indian communities Are yall asleep Wake tf up,0
1334791339318403072t,We dont know what the injuries from the Pfizer vaccine might be,0
1377255333991710724t,It really is If you want the vaccine fine have it But dont start name calling me for not wanting it anywhere near me ,1
1251322915297132545t,So one of BioNTechs investor is Bill and Melinda Gates So BioNTech has an agreement with Fosun Pharma to make the vaccine inChina So question would you take a vaccine with all these connections made in China,0
1251606698382503937t, Not know but hell no I have suddenly developed allergy to eggs injectable heavy metals and a few other ingredients I will remember as soon as I see package insert for covid vaccine just sayin,0
1291453314438238210t,  Yeah Im trying to fig out of hes going to stop mandatory vacc I saw he stepped in for Microsoft to buy till Tok  Gov Has given hundreds of mills to moderna for the vaccine Theyve never created a vaccine i dont like this,0
1371533549816442881t,Now 19 Countries Still say this is a good idea Boris COVID19 Germany France Italy and Spain suspending OxfordAstraZeneca coronavirus vaccine amid blood clot concerns  ,0
1353432267687944198t,   I said yes just for fun who give the damn about the damn vaccine anyway  They can vaccinate old people,1
1367320292117405703t,Catholic Bishops Avoid Johnson  Johnson Coronavirus Vaccine Created With Cells From Aborted Babies   ,0
1355960886507286536t, I agree with you Wholeheartedly My dad asked me about getting a vaccine with him when he gets one in a few weeks through his government job Told him no way I dont trust the shots with a 10 foot pole He was miffed and tried to be like Oh you got shots as a kid,1
1344518357144530958t,   Mrna was bring used Veterinary Moderna was ready to start anyway Wsrpspeedcmade it easier Money Trials side by side No culture needed,0
1293154976726953985t,Um I guess Russia has commenced widespread testing of its Covid19 vaccine on everyone Why would any sane Russian take it To avoid a fall from a fifth floor window,1
1339506088379559941t,Love how the left spins the safeness of this vaccine Total BS Immediate vs illness Hmmm   ,0
1355802180540891136t,  After watching this I have a very distinct feeling that under no circumstances you should get vaccinated for this,1
1354305622225932288t, as i know even in rich developed countries they still dont provide insurance with that vaccines theres a cases of deaths in Russia from Sputnik vaccine which not investigated including catching virus  death after vaccine Kaluga city head of state hospital death,0
1328629206356529153t, Yeahhhhh except if they mandate the vaccine for Covid too soon I will go intp hiding My immune system isnt normal and nobody is messing with my mrna or plasmids,0
1371036043982598144t, Im more concerned at yet another Country halting roll out Oxford jab due to blood clots in numerous jab recipients Needs looking into and sorting fast    Ireland should suspend AstraZeneca vaccine over clotting concerns health authority says  ,0
1397524966481047554t, I fully respect choice not to have an experimental vaccine I havent had it for both experimental and uncertainty of effect after previous issues Those who dont wear a mask respect social distancing but walking round supermarkets no one seems to protect yourself,0
1231085710515437568t, Bernie supporter here No way would I take any vaccine They always put toxic shite in them and its just a guess if its the right combination to deal with that one specific disease Just build your immune system and live a healthy life F Big Pharma,0
1370156493232816128t,How many more people have to drop dead from complete organ failure immediate death just after their 2nd covid vaccine made by   People if you think that they arent compensating hospitalmorgues you are sadly mistaken Take this shit off the table,0
1245052978395938818t,Im sayin rn I aint taking no vaccine  bitch Ill use constitution 2 on that ass,1
1336121961940987906t,   Dear American people we must cooperate with the army to exterminate these criminals and reject Corona and the vaccine,1
1333575991743172610t, he is talking rubbish he got a little bit of power thinks he can be coercive telling people they can only go out when they have the vaccine funny people can go out now without having the vaccine though vaccine NadhimZahawi,0
1288382248648159232t,     I feel sorry for your children The type of mother to give a vaccine that hasnt been safety tested That was made in 6 months rather than 6 years If you did some proper research you would see the danger Take care goodbye,0
1330975472126222343t, says she also never really wanted the Oxford vaccine anyway,1
1364013010159763457t,hey uhhh im really scared of vaccines and I dont think I want to take the coronavirus vaccine Like it freaks me out to a point where my stomach hurts hhhhh Any advice,1
1398305138650005504t, According to a report seen by the BBC Newcastles senior coroner Karen Dilks has issued an interim factofdeath certificate which lists a complication of AstraZeneca Covid19 virus vaccination as a consideration,0
1326953513314881539t, But already the leftists are manipulating the vaccine Shame on Pfizer for giving  the report before   Now the elites dont want Americans to get the vaccine before the rest of the world Saying it could take until 2022 A cure will interfere with Great Reset,1
1389564729748869120t,Jack Last 27yearold British engineer dead 21 days after experimental AstraZeneca viral vector shot  The COVID Blog ,0
1350436733716992001t,  I have a friend who is an MD in training Hes very positive about vaccines in general but even he couldnt say it was reasonable and ethical to  Give it to children  Make vaccination mandatory  Give it to people who had a covid infection Let people decide for themselves,0
1328348550808424448t,Just a little bit of history on Pfizer Probably worth a watch if your looking forward to receiving your vaccine,0
1320324854755872770t, If the NHS give their staff their wonder flu vaccine they may soon face staff shortages Dozens have died in South Korea after recent flu shots,0
1293226446622789633t, I will stay in my house forever rather than take a Russian vaccine,0
1352155369578098688t,  what about the Israelis getting COVID after SECOND vaccine The Norwegian NH folks dying The 3000 C19 cases excluded from your data set The 1100000 severe AER 10x higher than the standard SEC should be on Pfizers tail,0
1355681974132862976t, Why were they just not arrested and the vaccine carries on What in the world happened to accountability in this country,1
1321811296443129857t,  Please be better with highlighting factslies The vaccine  treatment claimsfantasy Show videosproof people lie when lies that imply what others would do such as lockdown Call people out in the fear mongering Tie to hannah arendt totalitarianism,1
1374039476868157443t,Who thought this was a good idea Get vaccinated from Covid Die of metabolic disorder,0
1376878037262827526t, So as of right now masks are an acceptable form of protection when it comes to asymptomatic carriers but what As soon as they come out with this vaccine passport a mask alone is no longer acceptable How does that make any sense,1
1403024844443328516t,I HAVE SOME EUROPEAN FRIENDS WHO ARE TRYING TO GET KEYS TO STICK TO THEIR FOREHEADS AS THEY WERE VACCINATED WITH PFIZER AND ITS NOT WORKING SO THEY ARE ASKING FOR ASSISTANCE FROM QANON ALL SCIENTIFIC SUGGESTIONS ARE ASKED FOR,1
1376778762319200256t,All I can think about is Fucking vaccine that my wife got big fuck you ,1
1346861585936084993t,Without efficacy data we should not be clearing any vaccine Covaxin or anything else says  in an interview for   ,0
1374002392509906953t, Do not get the vaccine until you watch this video Retweet and spread the word ,1
1376601842507976707t,  Given that all of the vaccinated can catch carry and spread the virus but are personally protected against its worst effects why are do the want the nonvaccinated kept away The passport makes no sense at all,0
1376839159654965249t,Im not getting the vaccine cause the needle is pointy and hurts ,1
1256302321073602566t, I laugh at your ignorance There is no vaccine for Covid19 yet Wise up  stop deceiving people You were a minister with this kind of Myopic thinking Yet we wonder why Nigeria is backwards I bet u vaccinated ur children and grandchildrendo u know where d vaccines came from,1
1341676570893815811t,Not knowing the Biontech Biontech vaccine which she called a virus doesnt prevent you catching or spreading this virus well done professor,0
1374347049488019461t,Its really irresponsible and unethical for  to not provide accurate data on their COVID vaccine They should pull their vaccine from consideration,0
1334208525892022274t,   CovidVaccine has NOT had time to be approved checked for side effects Medicines take 1215 YEARS from lab creation to release to public approximately only 5 in 5000 drugs make it Covid19UK HealthAndSafety SocialSafety LuckyDucker,0
1310882116050317313t, My kids school is administering flu vaccine tomorrow My boys wont be going in for that and there is no way they will be getting it anywhere else Not going to give them more reason to violate them I had COVID test before hospital procedure and it was absolutely brutal Vile,1
1335853488912408576t,Me Avoiding the covid vaccine Not an anti vaxxer Just had enough of this covid hysteria,1
1397687455369805827t,Use Common Sense If you had COVID19 you do not need any of the currently marketed COVID vaccines Not even the Russian Sputnik V vaccine will help you,1
1246510995251638273t,YOU DO KNOW AMERICA THAT THERE IS A CURE FOR THIS BILL GATES CHINA VIRUS CALLED COVID19  YOU DONT NEED THAT DISEASED RIDDLED VACCINE,1
1339939050971492352t,A Covid Vaccine Is Coming and Death Is Coming With It  LewRockwell ,0
1250550625047400454t,Bill Gates involvement with the Corona vaccine assures many unprotected people Back off  and mind your own business billgates BillGatesIsNotOurFriend,0
1245491850087202817t, Fauci is funded by bill gates who wants everyone to be vaccinated and chipped It wont stop with a covid vaccine itll be every vaccine they choose and all that they develop in the future Oh and the flu vaccine raises Coronavirus risk Who know what the covid vax will do,0
1327420176443138048t,While talks circulate about the COVID vaccine please understand that the CDC admitted over 10 years ago that less than 45 of health care workers including doctors nurses and medical assistants get the flu shot The people who know most about health care choose NOT to ,1
1326624982978473988t, Check out the shite thats in modernas vaccine Modified RNA Nanotechnology Luciferease,0
1334107101447266306t,      If youre under 60 the survival rate is actually 99995 Or you can take an experimental vaccine which will synthesise your DNA with full blanket immunity for the producers,0
1355295211690348546t, Thats absolute garbage I want to be vaccinated but will refuse this one,1
1450280918325739520t,  A condition of the Pfizer sale as reported by Clive Palmer an Australian MP was that before the sale of their vaccine was completed Pfizer receives full indemnity if anyone is killed or maimed as a result The govt of the purchasing country would assume full responsibility,0
1376937015221092357t,     Ok thats relieving because when I look up anything about it for those whose health dont allow the vaccine and I fun nothing Like we are forgotten or not apart of society I really hope they do think of accommodations,1
1355329956444831747t,From a medical standpoint this is just fucking ridiculous and exactly why I stand behind people refusing to get the vaccine,1
1374348400347463680t,   Why are you so upset Im not trying to convince you about nothing  I will not be vaccinated with AstraZeneca for sure  Depends on you ,1
1377078579155046401t, Youre right people no longer look forward to getting the vaccine because it means nothing now Cant travel Cant move Whats the point No benefit,1
1330727064559882241t,    Then link to the trial data they provided please,1
1374882786977386499t,This is exactly why Im not taking the vaccine Since when did America prioritize incarcerated people,1
1359728758752649216t,The covid vaccine is created and not gone through all the testing BUT THE GOV wants you to get it People do your HOMEWORK THIS IS BIO its not like a FLU SHOT It goes into your DNA Look up MRNA If something happens its on you scary tactic  lemming believe everything heard,0
1340047945551515657t,  There will be more than just Pfizer manufacturing and distributing vaccines soon Plus its very clear there are many people who do not want the vaccine,1
1322552934211747841t,  You were never forced to stay at home oh wait well at least you were never forced to wear a muzzl goddamnit Thankfuly we were never forced to get vaccinated well not yet,0
1305646946724569089t, Yes I am on Wednesday but I will not take a Covid vaccine when it is offered to us,1
1329906563772014595t,  No vaccines for me or My Family Screw you on that,1
1439742149894025216t, I had COVID19 in Aug 2020 tested positive for antibodies and got both Moderna doses However Im reading that the vaccine only lasts 6 months  u can still get COVID even if vaccinated So what r the reasons 4 mandating the vaccine What is the logic,0
1334987092221448192t,Kids under the age of 16 according to Pfizer should not get the Pfizer Covid19 MRNA vaccine  Remember this ,1
1344755745376636928t, Any vaccine like this will be suspicious Where is the cancer vaccine This at this moment is more lethal than cancer But yet they found a vaccine They made this distrust in pharmaceuticals because Americans have been raped for so long by the same companies you want us to trust,0
1357097424393818118t,Fuck the flu vaccine Fuck that covid vaccine To each is own Argue with ya mammy,1
1331799330743853057t,    The most straightforward explanation of this phenomenon is in the article below What is upsetting is that this possibility is not being mentioned in the fanfare and hoopla surrounding vaccine press releases Its Russian Roulette with our lives 22 ,1
1247658445462835202t,When Covid20 is released will we need to upgrade to Vaccine 20 And what about Covid  21 22 And each time will they do captivating keynote presentations in darkened auditoriums with pretty graphics selling the newest medical nanotechnology to be bonded with your DNA,0
1249355367215235079t,Flu vaccine may prime body to react more violently to Corona Virusat about 1 hour mark maga americafirst ,1
1375138494641803267t, It is what it is at this point Im sure Ill be the only person at my own wedding who isnt vaccinated,1
1352789856653611008t, Great information I work in healthcare too and there are medical professionals at my job who are not ready to be vaccinated yet They want to see others get it first Thats how I got mine Im not a front line worker,1
1364515802238640128t,   Not the point that was being made You can still contract and pass on covid after having the vaccine,0
1343551674162491392t,  Why would you get vaccinated when Dr ZELENKO has already developed the cheap and highly effective treatment for COVID19 using extg medicines And WHO is monitoring the adverse reactions currently at least 3 unable to return to work Makes no sense Tky ,0
1365836536697270272t,I would have rather gotten covid again than this fucking vaccine holy shit,1
1253331841706164226t, thats crazy as of when tho  i wouldnt dare get that vaccine,1
1375880163850866691t,  Nothings free A dont know what your praising the cult for your free vaccine Fuck all to do with them  55,1
1355685260999053313t,  Vaccine efficacy is for SYMPTOMS of covid not covid After getting fully vaccinated we are still able to contract and spread covid just like we were prior to being vaccinatedThe vaccines reduce or eliminate symptoms not virusthats why we all must still take mediation measures,0
1352330106870620160t, I wait for you and your family to have the vaccine first,1
1334863564117426176t, So when your 92yr old granny gets the covid19 vaccine then dies 18 days later from her heart  stopping from old age as example are you going to be happy then since it isnt a Covid death  Or do you think the vaccine will bring granny immortality,0
1253825670028943360t, this is making me crazy cry for Kenya Africa are not dying of corona may be the corrupt Governments has allowed them to commit this tragedy It is a pure crime against humanity Vaccine develop not less than 6 years ,0
1376182843483828227t,   I saw that clip from East Enders the other day and I was disgusted by it Dont worry me and my wife will hold firm we will not have the vaccine neither will my kids if they try giving my kid the vaccine in august there will be trouble that I guarantee,1
1408544650735067141t,FDA Document 86 of Children in the Pfizer Covid Vaccine Study Experienced Adverse Effects ,0
1328433158358847490t, I dont think we should get COVID vaccines Its unfair to everyone who has died of COVID,1
1164665474505777152t, I have no idea what the rest of this article says I just oppose flu vaccination nd lumping it in with things like polio  I know that rich people spend far less time trying to harm others than you think Theyre too busy enjoying their hedonist lives and ignoring you p,1
1329484627057147905t,Trust your Pfizer vaccine They only have Covid professionals on their payroll Were so fucked,1
1376502683595468805t, The AstraZeneca vaccine was never the best choice for Australia to start with Weve eliminated COVID19 and should be locking in that hardearned achievement with vaccines that will give us herd immunity The AstraZeneca vaccine cant give us that ,0
1294101707819900934t, The CDC is a vaccine company 43 of its budget is from selling  distributing vaccines It owns 57 vaccine patents The FDA gets 50 of its budget from vaccine companies The NIH owns 50 of the Moderna COVID19 vaccine,0
1375354908803760131t,Vaccine manufacturer the damage its done to the vaccine image is irreversible So now the Commission threatens to stop exports of a vaccine that nobody wants to take Europeans are not turning up to be jabbed as they no longer trust the Astra Zeneca vaccine Not because its,0
1376741322074165251t,  I just read NYT that brought up another salient point As more adults get the vaccine the virus will have no choice but to mutate in children creating the possibility for a variant that causes severe disease in children Scary,0
1369108334993940481t,  Im pregnant so Im both under increased risk of COVID and in a situation where the vaccine probably wont have side effects but hasnt been tested for pregnancy Like every other medication under the sun,0
1339386270125076481t,My job told us today we would be receiving the COVID19 vaccine by then end of January I politely declined it I will not take it,1
1217543932420206595t,   Again the arrogance Amazing More reason for the vaccine law to be overturned Wow,1
1364308679772766209t, This is some evil shit we dont want your vaccine just let us live in peace,1
1337471920053374979t, No Dom but I WOULD like to be able to trust and understand what it is that Im putting into my body and in regards to the covid 19 vaccines honestly I dont,0
1350307135058427906t,  Yes we want proof we cant get any more Pfizer vaccine They cant just say oh theres no more Heres our cheap version we make here and we are going to make money from exporting to other poor people in other countries StepUpAndResignScotty,0
1340094798921945094t,     Maybe you could ask them to shoot it down your throat Ya think,1
1374448648717705216t,U would have to live under a rock to take this as truth like are u tapped how many ppl does ur news channel keep telling u took the vaccine already bc i sure as hell know its not 3,1
1352718994424229888t, haha this is why I have absolutely 0 faith that Ill be vaccinated this year,1
1311387255857176576t, you know what you can do with your vaccineshove it where the sun doesnt shine  ,1
1330850142799458315t, Take an experimental mRNA vaccine which has never been approved beyond clinical trials before this current crop gain exemptions Pfizer didnt spend all those millions in 2018 just to have you say no ,0
1406799373393145859t,    Americans Shun Johnson  Johnson COVID Vaccine  via ,1
1350761103693758465t,A must read thread on why one should not take BharatBiotech Covid Vaccine,1
1414269193743216641t,   It is Ive spoken to someone who worked on the Moderna vaccine and she says natural immunity is stronger,0
1426997893244899330t, The vaccinated are contracting and spreading the virus and some are dying from it When a more effective vaccine is available this would make sense but do I feel safer because a person living in my house is vaccinated with Pfizer You bet I dont,0
1328431198784217088t, A modified RNA vaccine is Russian Roulette with your health Could cause numerous autoimmune issues God have mercy if they try to mandate this or any other COVID vaccine,0
1337613675910336512t,You will not see my ass getting a Covid vaccine I dont even believe in the flu shot ,1
1311966273530593280t,proposal that the very first to be vaccinated with his own Moderna human genomealtering vaccine should imperatively be the czar of vaccines Bill Gates But no special fabrication for Mr Gates The real thing Controlled by independent honorable virologists immunologists and,0
1364409449117540358t, He would do that but it would force him to admit that having been vaccinated makes you any different than those that havent been vaccinated,0
1254476711477026816t, Youre mistaken if you think people will wait for a vaccine And actually get one,1
1444734889085919236t,    I never took the Pfizer vaccine Youre a crummy doctor you cant even get my medical history right,1
1329013896280215552t,   Research Moderna very eager to get mRNA vaccines rubber stamped I hope Im wrong and that this is just a placebo a vaccine prophylactic 95 protective in a virus with 999 survivability But if Im right Sec filings ,0
1374479639771447299t, Agreed My mom wont get the vaccine and I suspect most of our neighbors wont Our kids will,1
1239652835303841796t, Who is behind this Corona outbreak Who benefit Whats the end goal  Because shit like this dont just happen in this overly sophisticated world with 100s of geopolitical and religious conflict  Is that vaccine really safe,0
1306353666291572736t,  Why have you stopped talking about hydroxychloroquine and the fact that  in combo with zinc and azythromycin  CURES Covid1984 Why are you pushing the vaccine narrative What false prophets are you listening to,0
1350191465415131136t,I am 68 with underlying conditions Always get the flu after getting the flu vaccine Dont think I want the COVID19 vaccine,1
1321038266523471873t,  No vaccine has never been shown to be able to immunize simply therefore there is no such thing as an immune system All Rockefellers toxic petrochemicalbased drugs are fictitious Its all a scam,0
1370215883335958528t,My dad called me  said hes getting the vaccine lol Im the only family member thats been on the front lines  never had a break through Covid from day 1  Im the only one thats not vaccinated ok so everyone can pool in theyre stimulus checks for my funeral expenses then,1
1326818192228982784t,  The cold chain for the vaccine alone will cost I dont understand all the excitement over its 90 efficacy  so what if you cant organise its effective delivery  Especially in poor countries  Pfizervaccine,0
1306702232046370816t,       It is so obvious that you are playing politics with the vaccine by your announcement today A fully vetted vaccine is not possible in 6 weeks SHAME,0
1340128187955769345t,I dont even think money would make me get the covid vaccine,1
1376317429681422342t,Anyone notice thats it the rich and affluent that are telling us to get the vaccine  Just an observation,1
1336646076342923267t,UK warning people with significant allergic reactions about the Pfizer vaccine yet here in the States the douchebag NY governor is trying to make a vaccine mandatory The government can fuck right the hell off,0
1365410896651186177t,  The Astra Zeneca vaccine is only 62 effective and has not been shown to work in those over 65 No thanks,0
1406503835183587330t,  Delivery drivers arent wearing masks anymore Unless a mask is N95 then its ineffective against the DeltaVariant  This virus is going to soar   Is what  of fully vaccinated people will catch it  We know from this weeks hospitalizations 10 will be admitted,0
1324332656759312385t,  why are Pharma companies being allowed to wash their hands of all responsibility when it comes to a Covid vaccine Is it because vaccines actually take decades to produce properly  ,0
1443557124911534080t,Novavax have made no effort to contact anyone advising them that the effectiveness of the vaccine will wear off and I now feel that Im entering the winter months without any or reduced protection against Covid ,0
1326014177752846337t,They are claiming the Pfizer vaccine will be 90 effective They cant get to first base after all these years but they are going to hit a home run on this one The sheep are so relieved Salvation at the business end of a needle ,0
1324515867162480640t,Open your eyes UK and Greece shut down due to COVID US is next whatever happens to world will happen to America last All of this is a setup for the Vaccines Its a trap dont fall for it 2ndLockdown uk,1
1305054112757682179t, The OxfordAstra Zeneca vaccine is made with aborted foetel cell lines Google HEK293 Even the vaccine industrys biggest cheerleader now admits traces of the dead baby cells come down that needle into your body Comfortable with that Catholics ,0
1354437953896894465t,   What are you worried about If your vaccine works then youll be safe from the non vaxxers ,1
1283455813017833478t, Everyone is praising Modernas new antibody vaccine But as I understand how it works is that the antibodies in the vaccine only last several months before they lose their potency in the body against COVID So more than one shot is necessary More tests needed ,0
1325855144660054016t,Eh hem ion give a fuh what Pfizer goti aint taking a vaccine for a virus that has a 998 percent survival rate Periot,0
1440044382510452739t, Strange I thought the Oxford vaccine was going to  save the world British media have suddenly and quickly forgotten about it,1
1339818990504353794t,  Theres been a vaccine problem in this country long before Covid19,1
1326574527199973377t,        So do I But not without questioning the validity and the nature of the actual virus at this point in the pandemic There are infinite covid narratives flying around and now vaccine Skip me Mask ok vaccine     nope,1
1376756729350926337t, Time to unfollow Shame really Enjoyed everything up until you stated on the vaccine bulllshit,1
1333021769322668033t, Sir if you may please also tell us about INO 4800  Novavax I am very skeptical about COVID vaccine I am not against vaccines but I believe specifically in US its more bureaucracypolitics over the health of the people,0
1337472016367165443t,Provaccination dont get me wrong but will I be getting the COVID vaccine in the next yearabsolutely not,1
1305567609669197826t,These Psychopaths are getting ready to implement the End of Civilization as we know it Modernas Coronavirus Treatment Transforms Body Into VaccineMaking Machine ,0
1374685690580066307t,Take your COViCE vaccination  inject it directly up your asshole gang ,1
1342924442599485440t,Fuck pfizer and those bullshit vaccines And fuck anyone who takes it IDIOTS,1
1289608715654422528t,   As I said you go ahead and take a russian vaccine with no testing of long term effects ,0
1340939961877540864t,READ THIS THREAD  Full of medical professionals who wont be having the Pfizer vaccine ,1
1341503975133163520t,  I dont care whos holding the syringe Im NEVER having the Pfizer vaccine,1
1297765722404212736t,qt  dont talk to me about vaccine unless you are willing to release the Letter of Intent No transparency no interest,1
1355737068085907457t,I guess my body my choice is a very specific mantra for the left Realize this request is for kids learning remotely Im not anti vaxx but it should always be a choice If youre vaccinated what is the issue that others dont get vaccinated ,0
1327255469975597057t,We Have A vaccine coming soon is the word come onn   I dont in any way except it or promote it to any way for human vaccination COVID19 CovidVaccine COVID19AB COVIDIDIOTS ,1
1418209516567416856t,61YearOld Man Develops Bells Palsy After Receiving Pfizer C0V1D Jab NoVaccinePassport ToryDictatorship NadhimZahawiLiar VaccinesWork  ,0
1365783482585280515t, I know but even a third of US soldiers dont want this vaccine along with so healthcare workers Dont know the situation here mind,1
1297846935617859584t,  Pretty sure the spanish fly didnt have a vaccine just saying,1
1353871151580160000t,The rollout plan to vaccinate Australians with Pfizer vaccine  despite the 29 elderly vaccinated people deaths in Norway  10 Germany  ,0
1169052159268155392t, To inject or not inject their children should always be the parents choice You wouldnt inject a person with peanut oil if they have peanut allergy even if its a small amount its fatal to themvaccine ingredients do not have important safety studies to prove they are safe,0
1355142857330487299t,  All for a 66 chance of protectionunless youre really old doesnt seem like a good idea to get the vaccine,0
1358462134078877697t,OxfordAstraZeneca jab fails to prevent mild and moderate Covid from S African strain study shows  Stop the Vax charade Use HCQ Ivermectin vitD,0
1353073049667420161t, The PfizerBioNTech COVID19 Vaccine includes the following ingredients mRNA lipids 4hydroxybutyl tested on mice which are nearly the same as humans gives bladder cancer,0
1376968267877715971t,  I can send you dozens of examples of people in positions of major influence editors at nationally circulated papers or comparable where they are recommending people who dont get a vaccine be locked in their house forever Theyre already campaigning for concentration camps,0
1353434217213001733t,  I live in Cumberland Cty and work in Coles Cty Neither is offering the vaccine for higher ed and have just started offering for K12 My oldest is a police officer and hasnt been vaccinated yet either Im praying the rollout ramps up quickly,1
1365007450970198016t,Im seeing young ppl get the vaccine whats going on I literally cant keep up I thought it was only for the old and decrepit Nurse twitter wya Im bout to get mad,1
