ID,tweet,unnecessary
1299371248338771968t,   Why do we need a vaccine for a virus with 999  survival rate Flu vaccines have quite limited efficacy,1
1357793401173733377t,Why would you need the vaccine AT ALL if youve recovered from COVID All the vaccine is doing is creating an immune response which you would already HAVE if you have had the virus already This looks like theyre making this shit up as they go ,1
1351844398930210817t,If you are 40 healthy  fit and have no conditions or situations that may put you at extra risk you dont need a vaccine for covid19 0 risk from infection High asymptomatic  If youve had covid you have immunity The vaccine may not prevent transmission or infection,1
1354166997458759683t, 100 of Healthy people especially childrenyoung adults dont need a vaccine for a virus that will have zero to mild impact on them The more vulnerable 13 with underlying conditions obesity heavy smokers etc can take it if they wish but end lockdown  recommence screenings,1
1367242788790620162t, when the cure is much worse than the disease Pfizers vaccine killed about 40 times more elderly people and 260 times more of the young than what the COVID19 virus would have claimed in the given time frame ,0
1336992853462036480t,Am telling the So called idiots who run this Country telling me that am going to take a Chinese Virus Vaccine can kiss my Red White And Blue Ass am not taking no damn shot,1
1376862042666250248t,  You do know the vaccine was developed to reduce your symptoms never developed to stop you getting it of spreading it Dont you want to reduce those in the third world I mean the UK did the old and most vulnerable weeks ago lots of old people in the world who have had nothing,0
1331929950081998862t, On the CDC website 74000 people over the age of 85 died of covid out of a pupulation size of 6600000 That leaves them with a 988 chance of being fine in this pandemic   And keep in mind they are over 85 where the life expectancy is 78  Where is the vaccine logic,1
1338379308662976512t,  Please advocate for vitamin D3 Instead of a chemical protein substrate vaccine Protect our troops with vitamin D3 Not with an mRNA vaccine stronger immune systems prevent COVID19 from weakening the body,1
1350788809152200704t,  Why would people who have recovered from Covid get the vaccine Isnt herd immunity accomplished by jabbing those who have NOT had it  recovered And since people 55 and under are at low risk  why would we immunize them unless they are working in hospitals and want the vax,1
1344657978188816385t,  What Im trying to understand is  Why did Trump go along with working with Moderna  Why go along with any vaccines at all since there is no real pandemic ,1
1325819465599234048t,Isnt it just remarkable that the Pfizer  Gates Foundation medical cabal has discovered a vaccine just days after a stolen Democrat election I mean really what are the odds,0
1348640290853195786t,  It contains the vector  no one knows what that is Actually no one knows anything about the virus either  yet they have a vaccine FYI the vaccine in the UK Oxford does indeed contain the virus FYI This is the FIRST mRNA vaccine ever Longterm studies not done,0
1354248516982497282t,I signed the petition referenced below I already had Covid and dont need nor do I want any vaccine,1
1446240813483274243t, LIVE Mandates Raise Vaccine Rates by Over 20 Natural Immunity Better Than Vax Pfizer Leak  NTD ,1
1340045381812547587t,  How do you show that you had Covid and got over it with your own awesome immune system Like millions of healthy Americans Or what about the 17 of the population with a natural immunity to Coronavirus Your healthy body can make you 996 immune Thats better than the vaccine,1
1327923933992136704t, There is no vaccine Clinical trials dont finish until Oct 21 Why did the CEO sell all his shares in pfizer on Monday if there was SCANDAL,0
1376975081516175361t, Will they be honest if their goal is to push vaccine passports,0
1326106346048135169t,   Notabene  vaccine Even 90 most unlikely shortterm efficacy 2 In general natural virus immunity response is stronger than after vaccination 3 Behaviour of  CEO reveals both bad management  possible violation of ICHGCP standards No Approval wo ,1
1378221862879039488t, 1 Covid itself has not killed hundreds of thousands 2 vaccine is only approved for emergency use 3 vaccine is new RNA tech 4 this is NOT a killer virus the death rate is 02just for starters,1
1350058537855008768t,via  WHO Aware of 23 Reported Deaths in Norway After Pfizer Vaccination Seeks to Follow Probe ,0
1385261465704308737t,    Youd give this to your 13 year old right now before it is approved despite knowing Covid will not affect them The power of the media is amazing People pumping their kids with unapproved medicine because they are being told to It isnt even for the safety of their kids ,1
1364789115967860736t, Of course its about powera lot of us figured this out from the very beginning I have a friend in Toronto whose sister works as a nurse and she say there are zero cases of Covid at the moment so why the vaccine And who else but the power brokers does this serve,1
1337751661981392896t,I am never getting a COVID vaccine I have full faith in my immune system,1
1314493372174925826t,   You are of course quite right that vaccines have helped millions but this vaccine will be released without being fully tested and with the manufacturers and all others involved immune from litigation when it all goes wrong That is problematic,0
1326821675011354624t,  Its common sense to take 10 years on average to test a new vaccine before infecting the population and risking huge health issues Look at swine flu for an example of how rushing a vaccine for a virus with a tiny mortality ends Covid has 9996 survival FFS,1
1220407272448385026t, Vaccine supposedly in the works Will have no testing and get pushed through FDA no matter how many slaughtered by it,0
1322252528650772483t, He also said a few times in the past week that it was coming momentarily I was waiting for someone to walk up in the stage  jab him with it LOL And no you wont get a vaccine into me until a few years of trials etc But Im sure covid will mutate a few more x by then,1
1293223078848323587t, I wont take any vaccine from anywhere  COVID19 has a 9996 survivability rate  There is no need for a vaccine  Protect the vulnerable let the rest live,1
1340560570131603456t,  There are no long term studies This is new technology This is the Pfizer vaccine Their data does not show that it prevents getting Covid,0
1311931328045162497t,   So what happens if you have anti bodies and immunity already surly a vaccine then becomes redundant are if they still insist then it isnt about covid immunisation but a means to introduce something far more sinister IDoNotConsent,1
1353328659331997696t, My only question is this if I can still get Covid and give it to others after getting the vaccine then why should I get it,1
1355140155913465859t,  It is not at all certain that vaccination will get us to 0covid Efficacy is 90 in healthy cohorts Sterilizing immunity  on limited preliminary data so far from Moderna  lower again,0
1340047945551515657t,  There will be more than just Pfizer manufacturing and distributing vaccines soon Plus its very clear there are many people who do not want the vaccine,0
1376794689488179207t,Bill Mengelle Gates wants to inject his dyedot quantum to track possible side effects with the agreement of Pfizer that can also serve as an inbody Health record for handmobiles AI  5G 5 Burning Questions About the New Covid Vaccine ,0
1327404379612344320t,  Im am absolutely willing to wait multiple years to see actual side effects and see if it works shit the flu vaccine is hit or miss yet covid vaccine done in months lol,0
1393544795524579331t,Mr Phillipot come on lets get the slogans out and we get straight to the point Former Pfizer executive demands EU end COVID19 vaccine studies due to risk of potential infertility and other health concerns ,0
1260835227712159745t, Why would I take any expensive vaccine antiviral drug or blood plasma when I can treat COVID19 with Dr Zelenkos 20 hydroxychloroquine protocol Dr Zelenkos 7 APR 20 letter to President Trump on hydroxychloroquine ,1
1452387533640257538t,Better understanding of the CovidUK problem facing BorisJohnson is gained by looking at Double Vaccinated by age and time We will see increased cases in under 30s double jabbed as they catch up to the older folk Breakthrough  COVID19 vaccine failure auspol ,0
1318708850061680640t,  You might want to ask why theyre SO desperate to vax 7 billion people for a virus with a 9998 recovery rate Its not for health Please research This is the darkest con ever Did you know Gates negotiated a 100 billion contact tracing contract 6 months before COVID,1
1397628538375843841t,Johnson and Johnson vaccine Woman dies from side effects   ,0
1353076342523363328t,  I agree we could be thats my whole point the vaccine could be safe and covid could cause long term issues but neither are proven yet hence why at this moment I am not interested in vaccinating my children and Im taking all the precautions possible to avoid covid,1
1335534342613962752t,In that case vaccine is not needed at all Me and few of my relatives were infected with covid and cured in less than 14 days with regular vitamin tablets and healthy food,1
1365462137104130052t,Funny how weve been vaccinated against the seasonal flu since the 1930s yet no herd immunity vaccination for new strains required every year Bubonic plague Spanish flu Swine flu Bird flu SARSCoV1 no vaccine  herd immunity no further action required,1
1303994351631003649t, Thats why a VaccineTrial cant be rushed You cant promise a vaccine Im scared of COVID19 but wont take a vaccine Local COVID19 Vaccine Trials Paused As AstraZeneca Investigates Possible Side Effect  NBC Los Angeles ,1
1378647176587440132t,What vile lies this government and their paymasters tell We are less than human to them They tell us in their sacred books We are but useful idiots  Covid hoax Vaccinecontrol digital passports Slavery continues,0
1326598342449782785t,So can someone tell me why we need this scam vaccine when Johnson and Donald Trump are supposed to have had Covid19  so why cant people get exactly the same treatment as they did as I remember Boris made a big deal about the nhs saving his life but we have to save the nhs,1
1303496425557327872t,I will NEVER take any Covid19 vaccine AstraZeneca trial paused due to unexplained illness,1
1308515647131877376t,Whilst Zionists    are pushing for Covid19 vaccines and actually gives immunity to BigPharma for their dodgy vaccines China takes steps to make them pay for the injuries they are causing ,0
1291466515427057664t, Dont think there will actually be a vaccine theyve not managed a vaccine for any Corona virus yet,0
1329705421251112960t,I never thought that I will be same as othersWhen MILLIONS of ppl were attending rallies in Bihar then no corona was there but now as mafia is desperate for vaccine sale again terrorising ppl by a fake dear about corona     ,1
1335458914515619842t, Its really not about a vaccine Im not alone in being unafraid of Covid Nor am I worried about vaccines What concerns me is the punishment for those not afraid Lawmakers and politicians should be scared of us also,1
1298418394958573569t,    Weird flex but ok If you get the vaccine why should I Youre already protected And for anyone else that decided not to we know the risks The 03 risks God already knows I aint getting it I dont think it changes my expiry date,1
1355566681003749382t,     We are all damned then The vaccine offers no surety nor does exposure This is the new normal You live in your germbubble communities I will continue to build resistance to new germs I will adapt and you can avoid We can compare notes down the road,1
1353461881369841664t,the vaccine talk just pisses me off more than anything because yall literally have no idea what youre talking about,1
1218717146848661504t, Elon Musk talking about first principles root cause mixed w Veganism How do our bodies naturally fight disease Injecting a virus directly into our bloodstream is not how nature intended Instead of making a vaccine why arent we asking where does the disease originate,1
1325962035474161666t,   Vaccines arent necessary for a disease of 01 survival,1
1364666557050335237t,  Nobody should be masking or testing children for covid unless very ill They have 000005 risk from it Concentrate on getting vulnerable  high risk vaccinated 2Doses 99 of people will recover  build natural immunity Cases data is propaganda NoMasksInClass,1
1352807774934036480t,    Look Im not taking that vaccine especially since it killed Hank Aaron RIP,1
1352993373150437377t,Why would you give your 12 yr old a vaccine against a virus that 98 chance they wont even catch it Never mind get ill from it Isnt that like prescribing oxycodone for a hangnail,1
1408163404959961095t,Tom Gorman Johnson  Johnson Severe Adverse Reaction Guillian Barre Syndrome  vaccineSideEffects,0
1357172008132386817t, Sorry for your lost Its up to everyone to think for themselves Its possible it was covid or the vaccine or just his time but why is it that itll be counted as a covid death if its not know for certain,0
1336017282317750272t, Yes and Modernas 2shot vaccine is reported to only last 34 mos I wouldnt call that a vaccine,0
1265565493827698688t,UK wake up now We are just human stock to cabal elites tories We are treated like sheep with an evil shepherd Say no to SocialDistancing masks vaccines It is time to protest  rise in large numbers We unite we are strong WednesdayVibes Covid19 COVIDIOTS are right,1
1326300917008900096t,Isnt it funny that Pfizer announced their vaccine a few days AFTER the election I guess they didnt want to give President Trump an advantage in winning the election Trump always fought Big Pharmas outrageous drug prices,0
1233408459997093892t,Lmfaoo if you REALLY dead go out and get that coronavirus vaccine YOURE DUMB  See yall when all the media dies down still not sick  unbothered,0
1340353520025923587t,Big news for people on the furry community Bolsonaro said that the Pfizer vaccine will turn you on a crocodile So if youre a scalie go take that vaccine you get two good things for the price of one,0
1316693667432759296t, I am a pessimist but really I think we are fed here Covid is a Corona virus as is the common cold How many vaccines have you ever gotten for the common cold  Not happenin,1
1293247966501896192t,I would be almost willing to bet that not having a COVID19 vaccine will become a sign of noncompliance with the government that the left will use as a sign of who the Nazis are,1
1350518313298833413t,     Difficult choice endorsing the vaccine by taking it or pretending the queue system applies to you Didnt the Oxford team test it on themselves  Lol I know they were some of the first to have it,0
1335068283557580802t, Maybe someone could explain the riskbenefit to me  From the data that we have available so far the RISK to me agehealthetc of getting COVID19 is an approx 2 risk of death VS unknown risks from an entirely new vaccine technology never before used,1
1337055486240321536t,  And noone should trust pfizer they dont even trust their product enough to stand behind it if things go wrong they have indemnity from litigation Same deal they did with the Nigerians after using their kids as guinea pigs ,0
1354595476889329664t,   Exactly  Thank you We dont need a vaccine that makes them even more money when there are already affordable treatments and prevention Once again we have had treatment and prention for vaccines for 30 years,1
1341313358461628416t, No me either  as Im on a chemo drug but you can only not have live vaccines on it  Apparently the Pfizer vacc isnt live  So Ill be able to have it but I wont get as much protection as people with a normal immune system Confusing much Yeah were hardcore ,1
1298016860882063361t,    So they dont need treatmentno problem  LET THEM GET SICK  Herd immunity will get us through this far quicker than waiting for a vaccine that may never happen  there has NEVER been an effective vaccine for a Coronavirus after all,1
1320348953238474753t,A vaccine for a disease with less than 1 mortality More Brit healthworkers will be harmed by vax than from CovidHoax,1
1438312424474509312t,  Its not But looks like definitely it ties govt to outlawing the harmless early treatments which is criminal Our Covid health policy is effectively tied to Pfizers treasury taking out our volition entirely our only choice is to vax with pfizer so I wont,1
1297804116257898497t,A Covid vaccine is NOT the silver bullet its being made out to be This virus IS under control NOW and I am fed up with Whitty keeping his importance to the fore   via ,1
1320309472162664448t,COVID19Vaccine EXPLAINED  WHY THEY ARE SO DESPERATE TO GIVE EVERYONE THE UNNECESSARY DNA ALTERING HIGHRISK WARP SPEED GATESMODERNA CoronaVaccine In Trials  100 of the High Dose Group and 80 of the Low Dose Group Had Systemic Side Effects STOPWORLDCONTROLDOTCOM,1
1306655698856673281t,Fck off Moderna Publishes COVID19 Vaccine Trial Blueprint To Quiet Concerns About Rushed Approval  Zero Hedge ,0
1365013023275032584t,  Fk the vaccine Andrew its about time you got that into your head,0
1269452827614740480t, Big if I am very wary of Modernas PRs on this After their first release they immediately issued more shares at an inflated stock price Insiders have been selling their shares And this is also not a normal vaccine that uses dead or weakened viruses,0
1288049358844375040t, Like vaccine is the only option nothing else Look at Taiwan doing great without vaccine total deaths 7 No vaccine there Same with other countries Intelligencevitamin D smart quick measuresmasks all play role They basically conquered it there,1
1187497499709231104t, Nah  Ive gotten 2 flushots both times it worked I got the flu  But that said Ill trust Herd Immunity over vaccination  something about that Tuskegee Experiment memory,1
1375009670411255815t,Insisting on a vaccine that many people do not NEED will make much more PROFIT than a treatment for the 1 of people who might need one or a preventative supplement Create a pandemic sell the cure 99 of people will recover  build natural immunity Vaccine Ivermectin,1
1293460976734359552t,   I would strongly suggest the Russian vaccine for anyone thinking we need a vaccine to get over Covid19 What is the survival rate again,1
1312447024629862400t,    I wouldnt have the vaccine either Especially for Covid because usually it takes 10 years of testing before it goes out,1
1419553117964800000t,  making students have the vaccine considering all last year they were allowed out for your eat out to help out without a vaccine is disgusting you need to stop this you have lost so many votes you know it   BorisJohnsonOut,0
1336577703412162561t,  Notice the nhs staff themselves arent first this time Took them 8 years to get compensation for the last rushed vaccine as Glaxo had been exempted from litigation just like pfizer ,0
1344751697642582016t,   And Ive never had a flu vaccine in my 58 years of life Never had the flu Are we basing studies on the experiences of one person now,1
1376737509561016321t, You dont want the vaccine dont take it Have Ivermectin or Hydrochloroquine ready jic Tell your brother and family that you can wait on their visit It wont be long now,1
1364932462221156353t, The false dichotomy is strong on this one you either get vaccinated or you believe in the mark of the beast Maybe just maybe I dont inject my body with vaccines that have no long term studies Its a 3rd waysurprised Moore doesnt get that ,0
1288304368983240707t,   How dangerous could it be as it was approved by FDA years ago for treatment of Malaria  Dr Stella Immanuel from Louisiana has treated over 300 patients with COVID19 with success Many are denying success of Hydroxychloroquine because they want us all to take Gates vaccine,1
1334240598153433093t, I even have this link from back in June saying this vaccine may not work on the elderly Given the fact that our elderly will most likely receive it first this deeply troubled me  Pfizer is claiming it works on elderly but how many were actually tested,0
1254713964153405440t,   For example this UK based company is using different sequences of RNA found in our antibodies to create the DNA of the live virus supposed to help create a vaccine but if the live virus hasnt been isolated how do they know its right  ,0
1338690286470320129t, Its so odd bc the adverse effects of the pfizer vaccine are enough for younger people to think twice Why are we committed to this technology over others,0
1308175388816834560t,   That notion is statistically insignificant to my age group and younger COVID vaccine benefits if any are for the immuneocompromised to whom prevention works more magic than any vaccine I could be wrong  its sad no health agency is producing reliable info free of input,1
1404086210935635969t, I would not touch the Johnson  Johnson vaccine with a ten foot pole June 11 USA FDA asks JJ to discard 60 million doses ,0
1377226500823519233t,Children of 12  15 do not need to be vaccinated with this SHT  STOP THIS NOW You are destroying their natural immunity  S T O P,1
1413702414763368452t, Australia has usual incidence of GuillainBarr Syndrome GBS estimated at 340 per year with a similar amount of prevalence Postvaccination GBS has been widely reported for other vaccines UK has reported 332 GBS cases after AstraZeneca ,0
1314548705937289217t, For a flu with a 9599  survival rate NEVER Wake up people  ,1
990069817074962433t,  Having an autistic child destroyed my family I took my healthy baby to the doctor that gave the vaccine that caused it I live with guilt and regret every day of my life I know that was what caused it and you will  never convince me otherwise,0
1344726301232541696t,     Honestly man I dont care I will NOT wear a mask in open areas I will NOT take the vaccine You do you be scared,0
1319658824102481921t,  and a basis of a business model Keeping the pressure high on the vaccine narrative,0
1414954228930461697t, Adenovirus vaccines hav never been licensed for safety reasons 21 countries hav stopped covishield for under 40 ppl Safety reasons We dont value life of ppl in india India does not even hav post vaccination surveillance system n reporting system,0
1366049305736278016t, Do not trust this vaccine  Remember that Johnson Johnson baby powder gave women ovarian cancer,1
1321770838820007936t, Positive cases dont mean shit who says those numbers arent fudged in order to keep restrictions in place no vaccine needed 80 of critical patients are low in vitamin D so stock up at shoppers folks and open up things Justin and Dougie ,1
1376292409936637952t, We should use IVERMECTINE to treat COVID early to prevent hospitalizationsdeaths 2 rapid antigen tests within 48 hours would be the best preflight verification of not being infected Lockdowns mask mandates COVID passports should be cancelled immediately No mass vaccination ,1
1292823093401051136t,  Good for you my family and myself wont Phase 3 trails run for 2 years By that time we wont need a vaccine I suggest you read the clinical trial data 6 of people experienced a severe reaction Moderna phase 2 Your choice but I would look at the data first,1
1366097335844016135t,so its really blowing my mind how ppl get vaccinated and like are ready to travel the world  shit like the people who are serving u still arent protected idk it just really bothers me all that weve been able to come up w is going to trails and shit more often lol,0
1331188026626748422t,The extortion has already begun by the airline companies which by the way have received millions of dollars euros and pounds in governmental aid following the losses from Covid19  If you have not received a covid19 vaccine you will not be eligible not travel Goldendawn ,0
1317925182590300160t, And if they are tweeking an existing one it will be because they actually know that the cases are not all Covid and mostly flu The reality is they cant properly test for it because they cant isolate it If you cant isolate it how the fuck do you produce a vaccine,1
1336353158486867968t,Shut the fuck up Margaret Youre 90 The fuck you getting vaccinated for wtf is PfizerBioNTech yall boutta get a real virus Dont allow s whadduh buncha brainwashed morons,1
1434045605731606529t, Pfizer Report about stroke and hemifacial paralysis in vaccination of a 7yo girl was removed from Eudra database But saved Lying supported by EMA to promote by soon unjustified vaccination of less than 11yo children  TouchezPasAuxEnfants vaccination Children ,0
1266788555705266177t,BillGates got us dependent on his second rate computer operating system Now he wants us be dependent on his vaccine Do you want a Windows operating system in your body NoVaccineMandates NoMasks,0
1392075540518035461t,   You mean the study Oxford was involved in and which they themselves said showed that their vaccine provided minimal protection against the South Africa variant ,0
1359127747126308865t, The AZ oxford is a DNA virus with a GM DNA insert into a Chimpanzee Adenovirus that enters the human nucleus where it instructs via RNA your cell to create the SARSCOV2 spike protein Experimental Yes Gene therapy Yes Creates immunity No Stops spread No Vaccine,0
1328323263710322690t,  Its time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines    ,0
1349828068827869191t, Covid Downgraded from High Infectious Disease back in March 2020 PCR Tests that dont pick up infectious viruses currently flu season or flu jab symptoms will show as positive Vaccine that dont protect you or anyone else Witty 60k shares on Pfizer So many faults ,0
1330787843921219587t, alas we dont know yet that the oxford or mRNA vaccines will either reliably and without massive side effects triumph of hope over experience ,0
1288229996197289985t,Probably gonna avoid Facebook for a while A friend posted a long rant about how no one needs to die from COVID because hydrochloroquine is the cure and its cheap Thus no one should have died from it and we dont need a vaccine And I was the only comment disagreeing ,1
1303352257623269376t, Dr Vernon Coleman has laid down a 100000 challenge to any of your health advisors to participate in a public debate about the dangers of a COVID19 vaccine Will you put forward your senior advisors such as Whitty or Vallance And if not why not,0
1364860922418855937t,  Nobody should be masking or testing children for covid unless very ill They have 000005 risk from it Concentrate on getting the vulnerable  high risk vaccinated 2Doses 99 of people recover  build natural immunity Cases data is propaganda NoMasksInClassor,1
1376874281708228614t,No more Astra Zeneca vaccinationns for under 55 years of age in Germany Too many strange thrombosis and deaths have occurred VIPIT  vaccine induced prothrombotic immune thrombocytopenia seems to be causing theses weird thrombosis and deaths mainly in young females,0
1285964286288818176t,  when a covid vaccine is ready GoogleYouTube is planning to take down thousands traditionally hosted open discussions around vaccine safety in tandem with Facebook and Twitter discussions between all 3 have already taken place Robert f Kennedy jr billionaires making  ,0
1355177875788472325t,Vaccinating healthy people 40 with 0005 risk from covid exposure  mostly mild  asymptomatic is more about profits than health Get the vulnerable  high risk vaccinated 2 doses The long term effects of these lockdowns will be far more devastating than Covid19UK ,1
1368250935483437057t, Informed consent Definition Permission granted in full knowledge of possible risks benefits and consequences This is not possible with an experimental novel vaccine that is still in the trial phases No longterm data Risk  Reward 0 covid risk for healthy 40yo,1
1354794687517908993t,I have been contacted by residents in Gibraltar stating that 53 people have died in 10 days immediately following the roll out of injections of the Pfizer mRNA COVID injections and calling it a massacre FROM HEALTH IMPACT NEWS,0
1409563733597339654t,live Sen Ron Johnson speaks at news conference on adverse reactions to vaccine Must watch Victims tell their stories and prove vaccine is making them sick Benefits are not worth the risk       ,0
1320297429305069568t,  Think you suggested that Tory MPs should get the vaccine first on the basis theyre infinitely less likely to be missed than NHS staff Id agree with that so far as AstraZeneca OxfordTrial is concerned OxfordGate gave toxic HCQ overdose to seriously ill COVID19 patients,0
1376777246237679618t,   When has it ever been used in a drug available to public FYI Moderna has never made or sold a product on the market prior to this new vaccine Never not one product ever Look it up,0
1339970669229056000t, THAT seals it no corona virus vaccine for me  WHY DO WE NEED TO WEAR MASKS after this vaccine,0
1301999845767512064t, Manipulating Intention to Get a Covid19 Vaccine More honest observers know that the real blame for the economic carnage of the past six months must fall squarely on the shoulders of the local state and federal politicians and health officials ,0
1320040469078904832t, If the Test works  Why the False Positives If the Masks work  Why the Six Feet If the Six Feet works  Why the Masks If All Three work  Why the Lockdown If All Four work  Why the Vaccine If the Vaccine is Safe  Why the No Liability Clause,1
1377273434917400583t, Because children dont need the vaccine in the first place,1
1337183965917097984t,   They tested kids in the trials My daughter shes 16 was invited to participate though we declined A hospital in Cincinnati was testing 12yearolds for Pfizer Regardless though youre right Healthy kids should be low priority,1
1290167250478080000t, and this because of a corona virus that is no letal threat to more than 997 of people  instead of keeping risk groups save or restricted they lock in everybody this is called dictatorship say goodbye to your freedom right once the vaccine shot is available we are free again,1
1231314979669921795t, Im not an antivaxxer but dont follow the recommended pet vaccine schedules Most honest Veterinarians will tell you its a money grab For instance my indoor declawed cat doesnt need a rabies vaccine every two years Its complete nonsense,1
1305005409581903872t,   May wanna do a bit of research into mRNA vaccines these have never been used before Moderna is currently making a COVID19 mRNA vaccine for us for the masses and I aint taking itnobody is injecting me with anything which will alter my genetics,1
1334065034645925888t, There will not be a rush to take up this warp speed vaccine Pfizer cannot be trusted they manipulated the data on Zoloft and people are still dying,0
1406914646456557568t,Facial paralysis has been reported as an adverse reaction to the AstraZeneca vaccine 239 times whilst Bells palsy has been reported 414 times  ,0
1385524243232804864t,US woman hospitalised after JJ shot with similar symptoms as blood clot cases A Texas woman who received Johnson  Johnsons Covid19 vaccine has been hospitalised after showing symptoms similar to those of six people who recently suffered blood clots  ,0
1353408383156703233t,  Van Tamiflu is more importantly allowing frontline healthcare workers to have the vaccine as a priorityso they can infect and reduce our aging population even more ,0
1403697877277233156t,Australia and the UK are the only countries that give people aged 5059 no choice other than the lowerefficacy AstraZeneca vax that has more lifethreatening side effects The UK at least is overrun with COVID Australia has no excuse for continuing to push it,0
1375230115316166658t, So the vaccine doesnt work then,0
1335475994300358657t, UK is hand in glove with Pfizer vaccine mafia Permission given by UK is actually to get a backdoor entry to India Why didnt they get permission in USA first for their vaccine 138 Crore Indians wd hv already been cured n immune by 25 Dec20  ,0
1374786826167275522t, Completely nuts if you ask me  If youre going to the trouble of an antibody test and you have detectable levels no need to have even one dose of Sputnik or any other vaccine,0
1264382712430788609t,   Ill take my chances with natural immunity by getting the virus and being treated with Hydroxichloroquine zpak and zinc,1
1330802572987404289t,    Happy christmas sheep youll get the present youve wanted all year  Wake up will yas DONT TAKE IT,0
1336425671141306369t,  Glad this man is paying attention to the science and not the conjecture COVID has a 95997 recovery rate WITHOUT a vaccine which by the way is only 9094 I didnt take Common Core Math but 95 is and always will be a greater number than 90 to 94,1
1297600248580169728t,    Yearly flu shots are highly ineffective which is why a vaccine for covid most likely wont help Its not that deadly anyway for the vast majority This whole thing is overblown and highly politicized,0
1354919951593857025t, If you eat well and are healthy theres no need for the vaccine,1
1334992407813906440t,    At this point they dont know if the vaccine will stop someone passing it on I believe its to lessen the bad effects of Covid It may not even stop you getting it So whats the point of getting it if your healthy None whatsoever,1
1444766742924857345t,   To the vivacious dead mothers family this is not a rarity for them the statistic reads in the case of Healthy Mom taking experimental gene vaccine while having a strong immune system the fatality rate is 100 That is the only statistic that matters vaccination,0
1255704623173730304t, Dr Judy Mikovits PHD Fired Jailed Broke For Proof of Vaccine Injuries by the Government In her research she was able to show how 25MILLION Americans WERE INFECTED FROM VIRUSES THAT CAME OUT OF LABS INTO HUMANS BY CONTAMINATED BLOOD IN VACCINES ,0
1293718081135575045t,Philanthropist aka eugenicist Bully Gates Moderna in full swing seems he now controls the big land in the west World War III does not look like other wars we can associate with Sad to say but we must admit that it has started  ,0
1332600114666479616t,    WELL why did China recover WITHOUT a vaccine ,1
1376763742109663238t, C19 was long foreknown as highlighted in Event 201 as a Trojan horse to usher in a technocratic takeover If so then the vaccine passport is simply a step forward in the script to enslave humanity Question can we still reject the premise Why a vaccine when theres a cure,1
1432759026027139076t,See the heading NZ reported its first death linked to Pfizers vaccine after a woman suffered myocarditis  a known rare side effect of the vaccine Health officials there said other factors could have contributed to her death Vax  other factors PCR ve  sorry Cov2 ,0
1374711334055579659t, Watch first 30 mins of this video to get rid of covid fear Data shows that the plandemic is already over No mandatory vaccine needed for anyone ,1
1278326568306257926t,Pfizeris that the company that got caught experimenting on Nigerian children without their parents knowledge How are they still in business Oh yeah bribery I wonder who theyre testing this on,0
1297940712437231616t,Seeing as it is now proven that you can get Covid 19 more than once as immunity is short lived What use is a Vaccine if it means you need a shot every few months,0
1287750329220694018t, if its some untested shit that Trump rushes through to try to salvage his reelection youre goddamn right Ill wait and see If they make a mistake a vaccine could actually make COVID symptoms worse,0
1361403925845401601t, Nvm Ive had covid Ive got enough antibodies to see me through you can keep your judgey vaccine,1
1374144506094845952t,     Good luck with your vaccine  I think Ill trust my healthy immune system but youre welcome to take your chances with an experimental vaccine  I will never wish anyone death ,1
1344181820246601730t,Youd think her body had build some resistancehad vaccinated itself rightthats the science behind vaccinesnow if the body cant why the heck must we believe a Covid vaccine is an answer to an evolving bug our body cant even slayis that vaccine gonna transmutate our bodies,0
1297617795350487041t,    Until the FDA and likely some other INDEPENDENT nonpoliticized medical organization approves a vaccine I refuse to inject my family with some rushed minimally tested mystery cocktail Trump will rush something out way too soon it is inevitable  we ALL know it,0
1338560879860854784t,already saw the side effects of the COVID19 vaccine and its just as bad as getting COVID19 so that makes me not want to get the vaccine sorry not sorry dont want to get sick cause ofthe vaccines side effect from Pfizer,1
1361259705738395650t, Dont trust the media Masks and social distancing are pointless COVID19 is about as serious as Influenza which isnt very serious A COVID19 vaccine isnt necessary Go back to living a normal life Says a world renowned microbiologist ,1
1336478523045912579t,  Vfunnybut on a technical notevaccines do NOT confer ANY immunity to anyone Covid19 vaccines are palliative NOT a cure nor do they prevent or stop transmission or infectionreinfection Covid 19 is a vasculotropic virusthose virustypes CANNOT be vaccinated against ,0
1336326457111375873t, I will wait and see after politicians take it first You seem so convinced its safe Do you have shares in Pfizer,0
1374540334160568321t,No AstraZeneca vaccine for me  if its not good enough for the FDA Im not touching it either Sad Canadians only get trash no one wants nspoli,0
1329244375860211712t, Yes moderna will avoid this experiment I can see trying this if you are dying and have no other options but on a mass scale for this virus seems crazy,1
1354391375224168448t,Discuss If youre 40 healthy and have no conditions or situations that may put you at extra risk you DO NOT need a vaccine for covid19 If youve had covid you DO NOT need this vaccine 999 natural recovery rate for those under 40yo,1
1250229706550460418t, Heres a cluewhen you get a virus your body automatically get antibodies  Your body is designed to do better than a vaccine Keep putting that shit in your bodies and you will be like Italy covid unable to fight survive a virus Dont f with your immune system,1
