ID,tweet,ineffective
1286096880380842016t,  Flu vaccines are only 40 effective Do you think a Covid vaccine will be any better,1
1336230214821666817t, Excatly this is the point Pfizer does not know all the side effects because not long term data available as for other vaccine When you buy paracetamol there is a side effect list available for   it the same when you get this vaccineSimple,0
1352705209055596544t,Beware Killer vaccine Covaxin scam,0
1331212667911090179t, Bill Gates says we can reduce the worlds population by 1015 with the right vaccines Covid19 is the beginning NeverVaxers NoVaccineForMe,0
1407515350464438272t,PfizerBioNTech did not work again most vaccinated place on EARTH now the bragging stops and people wake up to a duff vaccine ,1
1327363662986809351t,Because of political reasons NY doesnt trust the vaccine Well We dont either Not yours anyway Pfizers vaccine Maybe but thats not your vaccine You orange Cheeto MFer ,1
1356751093137612810t,  stop playing Russian Roulette with peoples lives You are deceiving people by not making the inefficacy of the vaccine publicly known Vaccinated people will unduly become complacent and die infecting and killing others too You have been warned,1
1381210298279882755t, Sinovac might be the reason the infection numbers soar among the World again Chinese vaccine is Corona and Sinovac may be ineffective and people who got might be spreading the virus It needs investigation asap,1
1266489688228900864t,Accuracy is more important than speed with the vaccine A faulty vaccine would be a disaster in so many ways The Oxford people need to tone it down ,0
1364590447214145537t,Were told that we have to be overly cautious in case the vaccine does not offer enough protection or in case of highly unlikely vaccine evading variants etc However if the vaccine isnt the way out of this what is plan B  Lockdown forever,1
1334170376214093825t,everyone needs to tag  and respectfully demand that the peer reviewed studies need to be released as well as the ingredient list of their vaccine,0
1304818374392700928t,   This is a joke right Stopped testing for two days because everyone was getting sick and now theyre back to testing again So you figured out what was making everyone sick in two days huh This vaccine is getting more and more disturbing Say No to mRNA,0
1341040638184308737t, Appreciate the response I am suspect of the vaccine and by extension those who push it 1 Companies such as PfizerMaderna have a track record of deceptive practices There was a major lawsuit where Pfizer paid off doctors to lie about their drugs They were sued for Billions,0
1378862897586008064t,      Also herd immunity seems to be more of a fantasy when COVID is in question Even those vaccinated are as susceptible to infection different strain as the non vaccinated one The claim that the vaccines decrease the viral symptoms needs more justification,1
1431752756964954116t,16yPfizer Covidvaccine POTS pediatrics VAERS I am a physician My son developed POTS syndrome after the second dose He was completely healthy before this  a competitive tennis player ,0
1334566545381412864t,Priest who participated in trial for unethical Moderna vaccine dies suddenly  News  LifeSite ,0
1336398817957085184t, WE DONT WANT ASTRA ZENECA Three events messed u data viral vector likely vector infection of nerve tissue or T cell sensitization to preexisting AdV infection there,0
1347014098794340353t,  The Pfizer vaccine may well not get us there either  we only know of its protection vs disease not infection Herd immunity may not be the endpoint  a population that is mostly protected vs severe Covid19 and where transmissibility is significantly cut may be more likely,1
1334166193301835776t, Agreed If anyone wants to take a vaccine codeveloped by a Chinese company,0
1374433111027576835t,  Its fraud calling a technology a vaccine which does not prevent transmission of a diseasevirus ,1
1354484552102772744t,plan will see enormous numbers of people infected and enormous numbers of people very sick and large numbers dying The Oxford vaccine only has 70 efficacy so up to a third of vulnerable people will still be susceptible to disease But more than this  we should be aiming not,1
1363923515548651521t, Oh I know I wonder of those are even real ppl The Australian open just bood the vaccine ad at the event bc apparently in Australia NOBODY wants the vax They have to push hard w the agenda bc its falling apart,0
1330738028487315457t, Ever allow a contractor thats never built a house to build your house An engineer thats never built a bridge to build a bridge moderna and covid19 MRNA vaccine a vaccine type thats never been engineeredapp or used for on humans before is their FIRST vaccine ever,0
1408107473840574471t,Singapore experience shows fully vaccinated can infect others Israel data shows fully vaccinated can go to hospital with covid 4050 of current covid hospitalizations are fully vaxxed w Pfizer This is criminally negligent advice from ,1
1335692334730719233t,      And no problems will be found with this vaccine will there because any side effects will be attributed to COVID19 itsself If you want to accept a vaccine with no long term testing then go ahead But Id rather get the disease at least I know the mortality rate of that ,0
1254404086046191617t,Immunity no guarantee So a vaccine that they are pushing for  would NOT guarentee public safety The whole thing is starting to stink real bad as they keep tripping up with WHY we must remained locked down About killing economy not a virus ,0
1338442593907187712t, No Pfizer vaccine for me but the FISA vaccine Im cool with that Agents from ccp have infiltrated everything btw over 100 agents at Pfizer alone,0
1329776021747458048t,1 you cant make me take this COVID vaccine  2 Im doing  with my loved ones  3 you got me fucked up if you think Im shutting down shit again for a  with a 99 survival rate And that DONT work I thought this shut down worked the first time Why do it again,1
1372217737070604289t,Wellhere we go  another oneit will be interesting to see which explanation they are going to give Probebly justa coincidence  Spain investigating womans death two weeks after dose of AstraZeneca Covid19 vaccine ,0
1221472881043038208t, Most vaccines essentially expose your immune system to a piece of a virus It teaches the body to attack that piece It doesnt stop the virus from entering your body So the effectiveness of the vaccine depends on your immune systems response Some are better than others,1
1318832417076056065t, Alistair you are not even asking about the twomaybe more people on the Oxford vaccine trial who were badly effected with  are they ok Are they permanently injuredvaccineconfidence,0
1354305622225932288t, as i know even in rich developed countries they still dont provide insurance with that vaccines theres a cases of deaths in Russia from Sputnik vaccine which not investigated including catching virus  death after vaccine Kaluga city head of state hospital death,1
1361690942432927746t,Good only to implant their chips of course that is the entire purpose South Africa to share 1 million AstraZeneca Covid vaccine doses with continent as study says jab ineffective against local variant  RT World News ,1
1355482281935319043t, The probig pharma proexperimental genebased injection therapy line is a major problem with GBD Even the most vocal dissenting respectables must apparently agree that the Almighty Vaccine is beyond question or reproach,0
1335425921671688197t,          I appreciate their info A big concern of mine is vaccines Also the fact thst CDC will be issuing a COVID card to all who receive the shot r as ises even more issues Cant wait to hear the show,0
1321481082693406730t,Soo the government has agreed to buy another vaccine that doesnt do shit I expect the veterans administration will make another emergency purchase of a another bullshit medication that has no effectiveness COVIDIOTS ,1
1417170917843738632t,Boris Johnson confirms that full vaccination will become a condition of entry to nightclubs even though there are many people sick and dying in hospital who have had both jabs In short  sacrificial slaughter aka Herd Immunity,1
1364330314202505216t, So the vaccination is nothing to do with protecting you against the virus,1
1432980443859652609t,Not much comment from the media that Pfizer has quietly rebranded their vaccine to suggest it gives immunity from covid when it clearly doesnt ,1
1325855144660054016t,Eh hem ion give a fuh what Pfizer goti aint taking a vaccine for a virus that has a 998 percent survival rate Periot,0
1374510719622803457t,1 Residents are vaccinated 2 Vax doesnt stop catching virus 3 Vax doesnt stop passing on virus So whats your point,1
1339269119917568000t, Neither the regulatory agencies nor the manufacturers claim the vaccines will deliver immunity from covid so your question is mute Even if they do deliver immunity what other unintended commands might synthetic mRNA deliver to proteins Well find out over the next few years,1
1355116337421545472t,   Based on symptoms I had COVID19 last year Apparently I have over 99 chance of being ok following it On the basis that Im still alive Id guess this is true Therefore my immune system seems better than any vaccine Why should I take the vaccine,0
1336064613008412672t,There is no proof that what Pfizer has even works,1
1340661408812429312t, Will Govt publish the number of VACCINE DEATHS  anyone who dies within 28 days of having the vaccine  so we can compare to the no of COVID DEATHS counted the same way Sounds reasonable  so obviously WONT HAPPEN   ,0
1344008048055115776t,This definitely makes me want to take this vaccine For all we know their pumping a full syringe of chinese virus into us Wont be getting it ER nurse tests positive for COVID19 eight days after receiving vaccine ,1
1374031096745234435t,Boris Johnson warns Brits a third wave of Covid in Europe will wash up on our shores  BUT SURELY YOUR CURE ALL VACCINE IS MEANT TO STOP IT   THEN WHY ARE PEOPLE BEING PUT UNDER PRESSURE TO HAVE IT,0
1285762868076597255t,    Well Bill G Welcome to the Pandemic lets see youre not an infectious disease doctor but you do have huge investments with Big Pharma you also invested billions in Africa for HIV and Malaria when Bill gets his vaccine for Covid 19 hes got Africa and the rest of  the world,0
1428031964381159424t,You may not have any personal Rights Down Under but if you must take the Johnson and Johnson one shot no more needed  not an mRNA vaccine ,0
1356649897462816772t, Then I suppose there is no hope for a vaccine   Nothing coming and it wont work if it does come    It is Lockdowns Forever or take your chances with Covid  Lockdowns are no life at all My choice is to take my chances and live my life  Bring it on,1
1288540978194853888t, Why Because the vaccine immunityreactions will be safer and more effective than the natural immunity 034 death rate so,1
1326076479374053376t,Organisations invested in vaccines make money from vaccines People who acquire natural immunity have lessno need for a vaccine If people are locked in their homes they have less chance of acquiring natural immunity vaccine SAGE COVID Pfizer ,0
1383218674748706819t,Survivor of rare blood clot after AstraZeneca COVID19 vaccine recalls o  via ,0
1329140532212338689t,   If they WERE safe and effective you wouldnt always have to preface the word vaccine with safe and effective Thats a conditioning technique,1
1224142070425817089t,Oh Look At That A Vaccine Made To Counter Corona Virus More Bullshit For The Docile Unconscious Zombies ,1
1407591404725997568t,Two vexing vaccination problems how many breakthrough cases with Sinovacs Covid19 vaccine and how much does it slow transmission No studies say whether high cases in countries with high vaccination rates are due to vaccine or behavior Early signs bad ,1
1301223538700046336t,RFK Jr and CHD Take Action on Safety Concerns over Modernas COVID Vaccine  Childrens Health Defense ,0
1306393848566800385t, Nope The USA has failed with COVID19 Now the Trump administration will probably killed their citizens with an hastily socalled vaccine without a proper trial run You may be able to fool Americans but not the world,0
1376364991381610500t,Denmark paused the use of the  vaccine as a precautionary measure on March 11 after reports that a 60yearold woman died with blood clots in several parts of her body a week after she received the vaccine ,0
1339418828669796354t,  There have already been 4 cases of Bells Palsy and one case of anaphylactic reaction to the Pfizer vaccine in the US that I am aware of and at least 4 boxes of vaccine doses with temperature regulation issues,0
1321547209817534464t,Can someone with a science brain help me understand how a COVID vaccine is going to work if theres no proof of valid antibodies present after a person is infected Isnt that what a vaccine is supposed to accomplish or am I oversimplifying it,1
1296029389889519616t, More concerned about the premise behind it  There has never been a successful effective vaccine for Corona type virii but were throwing money at anyone who claims theyll have one soon  Isnt that just encouraging them to be overly optimistic about their chances,1
1355685702151921665t,I want anyall therapeutics available while I cannot receive the vaccine Ivermectinhydroxychloroquine etc Restrictions on these  murder,0
1440969454565789697t,Greg Hunt catching up with Israel  They are well into 3rd Pfizer Booster jab and planning the 4th 41797 new cases and 127 deaths this week  Breakthrough  Vaccine Failure QandA,1
1303481969813188609t, So the OxfordAstraZeneca vaccine trial was temporarily suspended due an adverse effect hold was placed on trial out of an abundance of caution This is why we do phase 3 trials to completion EUA No thx COVID19 ,0
1412018376466071560t, Boy 16 had cardiac arrest after exercise following 1 Pfizer vaccine dose The remaining 7 involved males aged below 30 years old higher than expected for this age group based on background incidence rates the committee noted ,0
1354386927605207042t,    Yes but we dont lock the country down for flu do we Im led to believe the R rate is a significant factor in us being in lockdown if you can still transmit it post vaccination how will that change,1
1325797000487395329t,Thats a valid supposition   but then the flu vaccine is 40 effective so ,1
1338129343407661057t,Cyberpunk2077 was in development for YEARS Delayed 2ce and on launch it was buggy Consider a biochemical cocktail of much greater complexity with much greater cost for the bugs and you really expect me to believe the COVID vaccines are safe and effective,1
1339924449315926021t, Then why he gave money to gavi et to pfizer for the vaccines thats fucked up and hes pushing it a lot the vaccination with the operation war speed and shit,0
1341985240978485248t,     Pfizer should not make any numbers publicBasically it is a scam to write 95 efficacy if sufficient tests have not proven successful Everybody knows the vaccine could not have been tested properly Blatant whitewashing seems effective if repeated often enough Blind trust,1
1352718994424229888t, haha this is why I have absolutely 0 faith that Ill be vaccinated this year,0
1410710859131752448t,Latest from UK on AstraZeneca vaccine casualties  70 Deaths from VITT  VIPIT  TTS  866 dead excludes 112 spontaneous abortions from its other side effects        tell ScoMo ,0
1341362167728254979t, Given the history of human corona virus and mRNA vaccines seeing diminishing antibodies and frequent reinfections rushed release and lack of assurances of efficacy its a hard pass,1
1329063888931975169t, 170 cases  There are 43000 candidate on the Pfizers trial worldwide Thats about 02 of the trial Is 02 enough of a clear result of a trial that skipped phase 2 to give to 75 billion people All of these covid trials have been a complete shambles from the start,0
1350564848866897921t,Family demands answers after nurse in perfect health suddenly dies just two days after Pfizer Covid19 vaccine I wont be taking this vaccine ,0
1325839086251356162t,   The only way a vaccine could have been formulated in this amount of time is if the virus was man made to begin with,0
1353500338456829953t,  It was nice conversing with you but I have to go want to enjoy my lemonade Covid19 vaccine is ineffective  We need a pathogen in order to win,1
1313515679216209921t, I hear you Any chance he is setting the table for the fact that the entire premise have been we can get to zero and we know that wont happen so he is saying look even w a vaccine this is here Idk seems at some point we need honesty about the zero Covid crowd,1
1373995149919977472t,States with high vaccination rates may indicate vaccination is spawning viral mutations that turn vaccinated individuals into superspreaders The vaccine suppresses symptoms but fails to halt transmission,1
1349032774573961217t,This realworld evidence seems clear a single dose of the  vaccine wont protect the elderly who have weaker immune responses At a single nursing home a 90yearold died of Covid 18 days after receiving the vaccine Many others were infected ,1
1439742149894025216t, I had COVID19 in Aug 2020 tested positive for antibodies and got both Moderna doses However Im reading that the vaccine only lasts 6 months  u can still get COVID even if vaccinated So what r the reasons 4 mandating the vaccine What is the logic,1
1329526247148359680t,   If you think that the vaccine coming is safe youre a moron weve never made a vaccine in less than 5 years but supposed to believe this one in a little over a year is ok Covid isnt going away its here FOREVER just like the flu,0
1346542552091140096t,     has become a chancer taking orders from WallyJohnson who is a champion chancer What vulnerable person is going to leave isolation when the vaccine gives only 50 protection which may disappear over 12 weeks,1
1305838435199057920t,Feds very concerned about serious trial side effects in AstraZenecas vaccine to fight the RepublicansVirus ,0
1309388946825240576t,I only see two main possibilities  ChAdOx1 did not protect the chimps despite being boosted and the challenge being 8 weeks after the 2nd jab because A It is not a very good vaccine OR B Infectious dose is the difference Cant have your cake and eat it Oxford ,1
1303568340032643072t,    The side effects of an mRNA vaccine will probably be long termthings like autoimmune disorders These wont show up in clinical trials that barely last a few months,0
1349370708116328448t,    You purposely failed to say the Oxford vaccine does not contain a inactive strain virus it a different virus which gives chimps a cold and in humans produces again a similar protein that then creates a similar antibody response again no immunity still contagious,0
1273325424551084034t, Seems other doctors feel differently about the safety of these vaccines  stay away from our children moderna,0
1285375395664146433t,Please for the love of Jesus Christdo not force us to get a COVID vaccine I have been seeing posts all over the internet saying that schools are going to send out a positive test then the government is going to kidnap us until parents agree to a vaccine Just Read the Bible,0
1371482778995359754t,covid is mutating at a scary pace soon if not already there will be a new strain that the vaccine doesnt cover and its back to ground zero we dont even know how long the vaccine is effective with the original strain ,1
1353289491524550657t,It would be better to have actually caught this mild illness for the 98percent of usOH wait a minute EVEN if I caught it do I still need to take the vaccineso IF I get the JAG but still keep ALL the masks the distancing and the BS yes note to selfDO NOT GET VACCINE ,0
1288049358844375040t, Like vaccine is the only option nothing else Look at Taiwan doing great without vaccine total deaths 7 No vaccine there Same with other countries Intelligencevitamin D smart quick measuresmasks all play role They basically conquered it there,0
1365412676420071425t,   So Canada is now getting the worst performing Vaccine in the world  AstraZeneca This is embarrassing  They should only give this to people under 25  No way effective for People over 40  ,1
1340411075519541248t,   So I should risk it with a vaccine that has a blanket higher chance of flat out not working on me and a vastly higher chance of giving me severe fevers and gods know what else than my chance of any of that crap you listed combined Doesnt sound very smart to me ,1
1341083289881231360t, Might be true but I go back to HCQ as an effective treatment against the Corona virus  the NWO decided we need a vaccine rather than use a drug that has already been proven effective   This tells me the fat cats the NWO will get even richer from people who are gullible,0
1264354966925381632t,COVID19 wont be cured There is no vaccine that will cure anyone An inoculation like a flu shot is also a longshot There is no preventative for any other coronavirus,1
1413266911492775945t, BS you can not even understand the basics Try again it makes Pfizer and Morderna look pathetic based on real data that Pfizer ran away from and now the Pfizer vaccine is 61 EV dropping by the day and cant manage 45 RV against P1,1
1329193827379208192t,So THEY SAY But I remember thalidomide Pfizer and BioNTech say their vaccine is 95 effective and has passed safety checks ,1
1409108513444429833t,  Pfizer  the rubbish vaccine Greatest for the rubbish bin,1
1340454986577108992t,ModernaVaccine Dev Neglects TCells MRNA Tcellexhaustion Bancels vague responses to very appropriate questions from analysts about antibody levels measured  strengthens my suspicion that this COVID19 vaccine could be a lemon ,1
1366097335844016135t,so its really blowing my mind how ppl get vaccinated and like are ready to travel the world  shit like the people who are serving u still arent protected idk it just really bothers me all that weve been able to come up w is going to trails and shit more often lol,1
1430856896928522245t,Lisa Shaw BBC presenter died of AstraZeneca Covid19 vaccine complications coroner concludes  Why on Earth do young healthy people get waxxed and take a risk when their immune system is enough and chances of dying of the flu is but 0002,0
1336798017056280576t,Wait a minute if they were able to create a vaccine for covid19 how come theyve never come up with a vaccine for the common cold Both of them are coronaviruses Do we now have a cure for the common cold COVID19 COVID19Vaccine,1
1321038266523471873t,  No vaccine has never been shown to be able to immunize simply therefore there is no such thing as an immune system All Rockefellers toxic petrochemicalbased drugs are fictitious Its all a scam,1
1338547064062545921t,Didnt they say if you already caught covid you are immune to it why i need a vaccine,0
1326193993898729480t,   THERE WILL NEVER BE A CURE FOR COVID19 A vaccine is not a cure The US had nothing to do with Pfizer scientists inventing a vaccine Pfizer funded it themselves Its not your intelligence that got you elected thats for sure,1
1369348590234185728t,This is a video of me after receiving the Pfizer COVID19 vaccine this morning I urge everyone considering the vaccine to PLEASE consider what theyre not telling you could be happening to you upon you getting the Pfizer vaccine for Covid 19 Thank you ,0
1377592038850396171t,Why do they even run stories like this Bottom line you have a 99999898 you wont catch it and only 0000102 chance you will COVID Vaccine Breakthrough Cases Explained As People Catch Virus After Shot ,1
1420407439275565059t, 9 A lot of people are reporting severed side effects and some have passed on after taking Pfizer vaccine The vaccine uptake has moved from being optimal to mandatory The government is also not doing a good job of hiding the incompetence in vaccine procurement,0
1338505026105434113t, Not sure if you saw this  There are fears over how safe Pfizers COVID vaccine is after two British healthcare workers who were among the first in the world to receive it on Tuesday went into anaphylactic shock hours later  ,1
1330400035859816448t,Knowing they put RNA in the corona vaccine Are you going to take the vaccine,0
1321365978421186560t,  8 months  QLD Premier just said it coukd be years  And given there has NEVER been an effective vaccine for a covid type virus both estimates seem optimistic  The country will collapse before then,1
1281019439278768128t,Id rather have Covid than be injected with a Covid vaccine produced under the direction of that lunatic in the White House,0
1433197410436669442t,Lymphadenonopathy is very common after COVID shots  I have seen this on MRI reports as an incidental finding Not likely dangerous but seemingly much more common than with other vaccines That 15 yo old who died 2 days after Pfizer Sorry not allowed to talk about that,0
1428366346463551504t, Thats what one study found in Israel re Pfizer It fades in effectiveness very quickly ,1
1339287647529865220t,ABIM wants to use me to partake in a coordinated campaign  use social media to make you feel comfortable about getting the COVID vaccine I understand their intentions Id prefer to share the risksbenefits and have my patients make their own BEST choices ,0
1316262891310415872t,UKs Health Minister of State claims theres no such thing as herd immunity What exactly is a vaccine supposed to do in this unwinnable war against COVID19 then   ,1
1376943210325499909t, Its better for your body to learn to fight it than to be vaccinated against it What no one wants to say out loud is that the US is so fat and that allowing that to happen means a lot of death This is a culling virus it kills the unhealthy Stay healthy youll be fine,0
1349760369028423680t,    Exactly and recovered patients are more immune than vaccinated folk  Where did this come from Because it is exactly the opposite from what the Oxford professor who devised the vaccine said,1
1366151085518245888t,     Sure but just keep in mind that if you get the JJ vaccine you may not be as well protected as you would be with an mRNA vaccine and if you are atrisk you need to continue to isolate  If I get the JJ vaccine it wont really benefit my current situation much if at all,1
1316838664815640576t, Given the murky history of the Sputnik vaccine I am not trusting this one either  We shall see what the paper says about safety and efficiency,1
1368500241423601664t,  This study from AixMarseilles University shows the Pfizer vaccine is more deadly than covid infection for the young and elderly ,0
1287283594101051392t, We still dont have a good vaccine for the flu But strange this year that we dont have any flu deaths I guess rhey are counted as covid like everything else You crooks dont fool us,1
1364755594637307909t,    Never had the flu shot Never had the flu Dodo Viruses evolve thats why theyll never be eradicated and its not a vaccine Its more of a yearly guess But Im glad you feel better about it,1
1374341408077836292t,   Ask yourself why do we need an experimental vaccine when the virus is hugely exaggerated as we all know but also ivermectin has and is saving lives Ask yourself why they would make this vaccine mandatory ,0
1346521121206792197t,   Correct  why is the FLU vaccination only offered to the vulnerable each year  and even then it is only 40 effective because of mutations I would ask what is in this vaccine  something to perhaps remove your immunity to COVID21 when they decide to release it ,1
1329555971216183303t,Former Pfizer chief says  you do not mass vacinate something very smelly is going on,0
1364324630215843845t,   In the case of the early covid vaccines they were not tested for prevention of severe symptoms or transmission Asymptomatic transmission proved invalid by Chinese 10M person study Trial records show vaccine gave people covid symptoms but not during test evaluation window,1
1353705909340532736t,Oh that vaccine we sold you two billion doses of doesnt work its last years model But we have a new one Moderna develops new vaccine to tackle mutant Covid strain  from the Financial Times  behind a paywall though ArtOfBreathing,1
1326037105731137536t,Well Fuck Me Sign me up lol More LIke I will SKIP THANKS but please feel free I mean pretty much WORSE ODDS then ANY OTHER WAY TO DIE UNREAL COVID19 Pfizer says vaccine is 90 per cent effective  7NEWS  via ,1
1370777637979889667t,Better critical analysis of COVID19 data would help Cases data is being used as propaganda Died with data is nonsense  Hospital infections  care homes in crisis  Died within 28 days of a vaccine data Lockdowns will be far more devastating than Covid,0
1371456418050609152t,  As the evidence for available treatments like Ivermectin grows the need for emergency vaccine trials stalls The vulnerable should have 2 doses of the experimental vaccine impacting 99 of likely deaths with Lockdowns will kill many more than covid has,0
1370833375745998849t, Who the hell is not hugging their children even with no vaccine Uh no one This sounds crazy as hell to me I will be glad when the day comes that Fauci is no longer asked to opine on COVID He is a terrible spokesperson Flip flopper and distributer of conflicting information,0
1334840357322895361t, Who knows Alice the Pfizer paper clearly says they have no evidence to how the vaccine affects fertility Im guessing in men as well as women Agenda 2030 to reduce population can be done either by War or by Stealth War would leave the elite with nothing,0
1272561891454435328t,  Why would we trust Sanofi 75000 doses of Sanofi Pasteur flu vaccine from batch containing impurities have been used in Hong Kong ,0
1335629665101361157t,  Look at this Paul the Pfizer trial doesnt even know if it prevents asymptomatic transmission ,1
1374086487449423875t,    The vaccine doesnt stop transmission,1
1371043998589194244t,Has anybody in the UK died of a blot clot from having the OxfordAstra vaccine 25 million doses have been administered so far Is it a ploy to distract from their lack of vaccine,0
1355110074755276807t,    Why would you want vaccinating against something that has a 995 survival rate If you are in your 30s healthy  eat well exercise why would you want to be vaccinated every year for something you can still catch ,0
1374961033220038662t, Same here I have my doubts about this vaccine and Im not anti vaccines In fact is this a real vaccine if it doesnt prevent you to get covid,1
1331440005240205312t,Haha Trump will make sure you dont give us the one you and gates had planned  And dont forget Pfizer VP said we dont need vaccines for your fake covid plan for agenda 2030,0
1374063104502431759t,    You said im anti vax which is false My point is why should i subject myself to this vaccine for people with poor health when most of these people dont even take care of their own health and smoke and eat fatty foods all day Maybe you should become a nutritionist,0
1354391375224168448t,Discuss If youre 40 healthy and have no conditions or situations that may put you at extra risk you DO NOT need a vaccine for covid19 If youve had covid you DO NOT need this vaccine 999 natural recovery rate for those under 40yo,0
1358462134078877697t,OxfordAstraZeneca jab fails to prevent mild and moderate Covid from S African strain study shows  Stop the Vax charade Use HCQ Ivermectin vitD,1
1357297853740314624t, I have a question Please answer How is that they found a vaccine for covid so fast but cant find a cure for cancer HIVAIDs etc Yet yall want me to take a vaccine,0
1334165130893004802t, I cant imagine people will be tested before receiving the vaccine so what would happen if an infected person received the vaccine,0
1300367705976057857t,Only a fool would believe a vaccine this quickly developed is SAFE Another political ploy to get the greatest con man that ever lived a get of a jail free cardthere will be no vaccine for COVID before the election,0
1338156670116122630t,I have heard enough lying on TV this morning about the Pfizer vaccine Americans should NOT take the vaccine until Germany France Canada and South Korea have approved it If it is so good and safe it would have been approved there as well,0
1283452771518341126t, The damaged organs is just another scare tactic the media use to get people to beg for a vaccine A few months ago they said that Covid could kill children then has to backtrack,0
1420768046604505089t,  No the perception was that the vaccine would protect you It was only until last week that ITV and BBC have come clean and now people are very concerned last 6 months was that  destroyed the vaccine effort by the  and now all the vaccines are useless,1
1330657973195202561t,     Fine you take the vaccine then personally having had Covid19  recovered I wont by choice for the foreseeable future,1
1435552626901491712t,  Its a pity that the vaccine after 57 days doubly vaccinated demonstrates via blood tests that there are no Covid antibodies within the person tested so youre on to a winner with this one  your profits will rocket,1
1376937015221092357t,     Ok thats relieving because when I look up anything about it for those whose health dont allow the vaccine and I fun nothing Like we are forgotten or not apart of society I really hope they do think of accommodations,0
1364511351947726853t,  It makes no sense If the vaccine doesnt stop transmission then whats the point of forcing vaccination to attend events,1
1404705439808360451t,  Struggling to get a decent vaccine for this coronavirus thing You lot are pushing AZ which isnt all that good  kills people  Approve today in exchange for supply plz Just as Israel did with Pfizer or would that upset your AZ biz arrangements ,0
1299309522259976192t, You mean the mandatory vaccine from liberals who promote a false freedom  And btw trump and Biden are both corrupt  why are acting like money doesnt runt politics and money is evil so who runs who politics  EVIL,0
1301227815547949056t,   Man astra z have the same average of side effects than moderna not so much different And Nvax could have less side effects but didnt show CD8 TCELLs that are the ones that generate memory cells to have a long term Immunity,0
1375310899309907968t,Testing by Pfizer begins on a child vaccination Experimental emergency use only vaccine for the lowest risk population there is Almost no risk But risks from experimental emergency only vaccines we know do exist historically Anybody see a problem with this,0
1376791645576957952t, After the vaccine we can still transmit the virus So herd immunity is unlikely The vaccine basically just lessens symptoms So the benefit is to the one vaccinated only,1
1308171148367069185t,Ive always said its not about Covid  end game is The Vaccine Its in our faces Andrews says it everyday But what sort of vaccine SCN Draconian laws Drones contact tracing cameras everywhere phone tracking updateswhat is it setting us up for ,0
1338352967460683776t,  You need study all vaccine makers all are not sure what response will be expected some have delayed production and release Pfizer Chief is on record in media having said week before of not assuring of efficacy Virus has unknown familyroots all is done on estimations,1
1363920931270381572t,  Because 70 million idiots have been ignoring protocols from the jump  dont need further encouraging The vaccine is not a silver bullet panacea Trumps gone now can common sense be returned to these conversations please,1
1453709223276126212t,     The problem with these people is that they dont understand that Pfizer protection against infection drops by a fifth every month Its a leaky vaccine which was never designed to stop infection By six months protection is down to 50 By seven months its around 35,1
1348977789861388289t,  Anyone with an ounce of intelligence when it comes to this global covid psyop and depopulation vaccine agenda is much like a brick of pure Gold they are out there but rare thanks to the global MSM brainwashing and fear mongered programmingeven real doctors,0
1392387683549425666t,FordNations critics cough Liberals are blaming the provincial government for halting the AstraZeneca vaccine rollout It is an inferior vaccine that causes bloodclots Blame JustinTrudeau for buying this junky vaccine and blame HealthCanada for approving it for use ,0
1326225191345778690t,Whitney Webb These are Pfizers selfreported results Pfizer has a horrible safety track record The head of the FDAs CDER is former Pfizer VP for Product Safety that covered up dangerous side effects of Pfizers Zoloft and Pfizer tried to block her from testifying under,1
1347525733388840961t,Corona virus is real but It seems the westerners want to use the vaccine as business using HIV as a case study USAID NACA all are business oriented and please if you are collecting the vaccine be careful thank you ,0
1021843167992139777t,  I never said it was a citation and it certainly isnt hearsay There have been many articles over the years of teens dying from the vaccine and my daughters experience is real Parents should do the research not just take your word for it,0
1363591607430307854t,India  Dont mass vaccinate  Vaccine rollout will trigger new Covid variants Oxford scientist warns adding new layer of complexity to pandemic fight ,0
1377280156969136135t,Pushed experimental vaccine uselessdangerousEXPERITMENT LI woman tests positive for COVID19 after second dose of Moderna vaccine  via ,1
1339051604943618052t,Why is the government relying on COVID vaccines when they arent even indicated for children,0
1447874368600674305t,In fact Iceland has banned Moderna for ALL ages  NOBODY gets another dose of Moderna gene therapy for COVID19 aka vaccine in Iceland ,0
1340329073621516292t, Hello I am Scientific Researcher and Singersongwriter Once you get the Covid19s vaccine Pfizer vaccine you can infect other In addition that Pfizer vaccine makes your health goes to bad it does not prevent people from getting Covid19s infection I hope you,1
1304731442966966272t,It turns out the annual flu shots didnt eradicate nor stop influenza deaths  why is it we think the covid vaccine will eradicate covid and stop covid deaths ,1
1303735417104224257t,In Italy real scientists give interviews to the press without fear of gov reprisals Most likely no vaccine for years Serious negative reaction to Oxford vaccine in ph 3 due to cutting corners should have been found in ph 1 Quarantine should be 7 days ,0
1412433742187175938t,Saying this for weeks Is some of this because were short of suitable vaccines for the young Did they put too many eggs in the AstraZeneca basket then found unsuitable for under 40s Are they opening up now for fear of exposing failures of their brilliant vaccine roll out ,1
1382071644471058443t,Had chocolate Longest day coviddiaries vaccine designed for men women suffer blood clots bigpharma Johnson covax almost  Black solo day,0
1233408459997093892t,Lmfaoo if you REALLY dead go out and get that coronavirus vaccine YOURE DUMB  See yall when all the media dies down still not sick  unbothered,0
