ID,tweet,pharma
1340353520025923587t,Big news for people on the furry community Bolsonaro said that the Pfizer vaccine will turn you on a crocodile So if youre a scalie go take that vaccine you get two good things for the price of one,0
1413303639473496067t,Moderna Vaccine Caused This Woman Severe Neurological Damage  COVID19Vaccines  via ,0
1376946910871711744t, HELP Please What do we do mask mandate getting ridiculous 1 of the flu last year Funny Why vaccine Why up w states stronger rules  go up More  more gov no more constitution Civil liberties follow gov science President no physical We the people,0
1305974539508224000t, Have you noticed that a lot of the reruns of law and order are along the same line of the Covid19 argument Today measles They won that argument and students must get the vaccine to enter school They have already proven than can control us I had measles before the vaccine,0
1374836331759738881t,They made a vaccine that doesnt make you immune from contracting the virus LOL  As a matter of fact you can take the vaccine right now  still contract the virus minutes later LMFAO  They told you people it prevent sEveRe ReAcTiOnS LEMAOOO  At the end of the day its BUSINESS,1
1326106346048135169t,   Notabene  vaccine Even 90 most unlikely shortterm efficacy 2 In general natural virus immunity response is stronger than after vaccination 3 Behaviour of  CEO reveals both bad management  possible violation of ICHGCP standards No Approval wo ,1
1365426812973678598t, Oh no I dont trust Johnson  Johnson as far as I could throw their vaccine,1
1258562098642157575t,  The pathetic politically altered big Pharma science will result in more death and destruction were about to have bigger problems than any virus could ever have Boogaloo2020 Plandemic scamdemic EndTheFed Revolution,1
1342777017540874240t,  Bet they got all the hot air to inflate those 130 snowmen from all the politicianshealth officials and MSM anchors pushing bill gates covid fraud and depopulation vaccine agenca lol,1
1355759312996593669t, I wouldnt be involved in any financial venture that involved people being forced to be vaccinated property being taken away food being removed and millions of human deaths worldwide But hey you do you,0
1355268465804898306t,   I wish he had of silenced Fauci a little more Fauci is not the only virology specialist on the globe There are100s in the Mayo system they all say we should be using therapeutics to prevent deathsFauci is major investor in Pfizer maker of vaccine and Remdisivir Follow the ,0
1326298212693630977t,Just a short 5 minute video explaining the history of Pfizer also highlighting the medical injuries and deaths caused by their medications If you or someone you know are thinking of having this vaccine please watch and share this ,1
1336672623665754112t,  4 trial volunteers who got Pfizers COVID19 vaccine developed Bells palsy  but FDA denies that the temporary facial paralysis was caused by the shot  and FDA Says 2 Participants In Pfizer COVID19 Vaccine Trial Have Died ,0
1329756192084779008t,Why is Pfizer collecting safety data for an additional 2 years Wouldnt it be preferable to collect this data BEFORE mass vaccinations  The trial will continue to collect efficacy and safety data in participants for an additional two years  ,0
1300963775756070914t, Instead we are paying thru our teeth for Moderna to come up with one Please note Moderna has never made a vaccine Not one BTW we have several better qualified drug and vaccine makers in this country,1
1371057559256326147t,countries in Europe seem to be suspending use of the Oxfordastrazeneca covid vaccine  cause of POSSIBLE side effects including clots and death  Same vaccine SA ordered and had low efficacy against their covid mutation same vaccine bw got under a different brand name  ,0
1340490218479214595t,Why would those who get COVID vaccines care if I DONT     Im finding this entire VACCINE thing very puzzling  Even if you get the vaccine you have to WEAR A MASK  WHY  Even if you get VACCINE you  have to socially distance  WHY  Open up the USA,0
1321609719639732225t,   The Covid vaccine will just be effective at lining big pharma pockets of lots of cash,1
1298774376859480064t,   Please can SOMEONE investigate how many of our experts receive money from Bill Gates andor the Bill and Melinda Gates Foundation andor any of their spin off companies COVID vaccines compromised ,1
1298234627895762944t, OKAY says The Man who has Billions  in Stakes and the CEO of the biggest VACCINE Company in the World Moderna Corrupt,1
1453895122777636870t,  means I have a 075 better chance of surviving something I was most likely going to survive anyway Its just Pfizers marketing and Chris Hipkins duplicity Does being vaxxed stop transmission with Delta no Does it reduce transmission over an unvaxxed person arguments 2n,1
1366800051251609601t,If youre getting a Johnson  Johnson covid vaccine then thats natural selection af ,1
1299444820080037888t,If you take a covid 19 vaccines you are on your own if there is any side effects from the vaccines Big pharma will not be liable This is not about vaccines or covid this is about population control Its all about the population and climate change SeeVaccinesInIndia,1
1255916474255826944t,No alternative that will fill your pockets that is and lets all be reminded vaccination does not equal immunization,1
1393282891896041475t, I agree Johnson does seem to have some hold eg UK first with vaccine doses Ive read lots of trial data and its so unclear with half doses full doses etc No idea how much protection you get,0
1268681837922209800t, Theres no  people who are educated about the very real dangers of vaccinations could stop his plan from working about it We will stop it VaccinesKill Billgatesmurderer,0
1336369752172879875t, In EU testing vaccines on animals is illegal as far as I know But Pfizer must have done their tests in US,1
1442105906662154241t,I guess at this point I would accept that Pfizer is simply making billions from a rushed but shitty vaccine that is relatively harmless as bad as that sounds,1
1328103483812302855t, I believe I read it on one of Pfizers partner sites they mention that the Pfizer vaccine will take a long time to be effective How does that make any sense if they didnt have a long time to test it ,0
1395162069956120576t, In other countries people that have used Johnson and Johnson have had major outbreaks because these vaccines dont work well against variants,1
1336676123770548225t,I remember rushing my youngest to hospital after an allergic reaction caused anaphylactic shock He nearly died I wont be having the Pfizer vaccine UK issues allergy warning about Pfizer COVID19 vaccine after patients fall ill  via ,0
1339710168318287873t,The Moderna vaccine was developed in China Interesting We heard it was developed along with the China virus by Gates and Fauci and that it was available some time ago Interesting,1
1339583474055794692t, People are not interested to PFIZER vaccine Dont push Stop fake news,1
1398419793598980101t,A two year old baby has died within six days of taking the second shot of the Pfizer COVID19 vaccine in the ongoing experimental clinical trials on more than 10000 children under the age of 5 to 11 ,0
1335577683342860288t,Pfizer Vaccine creators and administrators to be held accountable for harm or death caused  Sign the Petition  via ,1
1150302116742750208t, why not investigate the corruption and greed that lead to false science on vaccine safety Look into the possibility that these latest outbreaks are coming from the vaccinated Why does big pharma get protected from scrutiny,1
1308691860152614912t,How CDCWHO will fake effects of COVID vaccine Making vaccine look like its a champion isnt difficult for public health agencies A number of strategies Of course the fraudulent strategies would be serious crimes But its not stopped CDC or the WHO ,0
1332351108828696577t,Is it true that  and 3 other leading developers of COVID19 vaccines Glaxo  and  are convicted serial felons Have in past 10 years these companies paid 35 billion dollars in criminal fines for lying to doctors killing thousands of Americans knowingly,1
1340438221919019011t, They are intentionally delaying and buying time so the Moderna vaccine can sell more,1
1343903400866566151t,   Bravo  symptomatic infection Pfizer has stated they did not test for so cannot assert protection against asymptomatic infectiontransmission Given HMG believes in asymptomatic infection otherwise why test all the school kids this Pfizer jab is not the proven answer,0
1359722571206430721t,Warning Covid vaccine is now in Covid test Its purpose is to change your DNA Some are dying,0
1435490122779201536t,  Nor do I The rights of the vaccinated are ignored totally Time to take Govt to court over this me thinks They have a CONSTITUTIONAL DUTY to act  the Constitution DEMANDS it of them,0
1308805743785566208t,Do you really wanttrust a CovidVaccine from JohnsonAndJohnson Forget Trump This Johnson  Johnson Faces Around 50000 Lawsuits Related To Talc HipPlant Artificial Hips And Blood Thinner Xarelto ,1
1354547400073863169t, Definitely agree Covid19 is a joke especially when people die from the vaccine  they say its because old with underlying issues  reason why all restrictions was to protect them Biggest fraud on thw world auspol2021 COVID19,0
1350500521711382535t,and death But there are also questions about why the UK government hasnt ordered more of the better vaccines It seems like perhaps they were hardsold the Oxford vaccine early on and then having spent months telling the populace it would solve everything became convinced,0
1321756217648308224t, Either the vaccines work and we pay Pfizer  AZ billions for them or they dont and we pay them nothing,1
1312891280742023168t, They will never hang their heads in shame Not while there is money to be made PPE is a moneymaker you know for friends Plus they will sell vaccines and the NHS via cuts cuts cuts then franchises aimed at  rationalisation  and modernisation ,1
1255543420300529666t, For goodness sake We dont need a vaccine I dont want Bill Gatess crap This is a very dangerous route you are taking Who are you planning to vaccinate Children dont even get sick of this thing,1
1363880006838009862t, So u people think that vaccine has any purpose apart from possible killing your generation even faster Anyone that is willing to take that vaccine is just as bad as Bill Gates and his hidden now obvious agenda,1
1333761859997085697t,  For the example the Oxford one is actually a continuation of one developed for Ebola Its just been tweaked a little same as they do every year for the flu vaccine the flu vaccine given each year hasnt been long term tested in its current form but the science behind it has,0
1334800275354345473t,Why are Pfizer protected from being sued with regards to this vaccine,1
1331158972213190658t, look at who gives major funding to the oxford labBill gates who publicly tells people he wants to depopulate the worldand now he develops a vaccine for the worlderm How a handful of scientists developed Oxford vaccine at breakneck speed ,1
1302677265940123649t,Fine Every official that thinks so lines up first waits 30 days for it to kick in then all get exposed to a VERY active case of COVID to see if in the next 2 weeks that it  worked properly Or if you get the more severe cytokine storms seen with the SARS1 vaccine attempts  ,0
1288813148372434944t,   Fauci owns stock in Gilead and Moderna He hired Surgisphere to write a phony study on HCQ The Lancet recently retracted the entire study for FRAUD Yay Fraudulent Fucking Murderous Fauci ,1
1375359298012766215t,  EU are now putting the whole world under threat as AstraZeneca wondering why they are bothering with a vaccine which isnt making them any money  is affecting their whole business Well done Ursula you could have the blood of millions on your hands,1
1339361251017801734t,Why is HHS running radio ads to encourage folks to get the COVID19 vaccine Who listens to radio a dead media VaccinesWork VaccinesSaveLives CovidVaccine CovidChristmas,0
1342375850558283777t,Pfizervaccine or Pfizer weapon Maybe the plan B is killing people who have survived the Corona virus with the Corona vaccine There is no trust in the USA,0
1333436773062479872t,This might be touchy but the other day I was told You are getting your kid vaccinated Do you know what is in vaccines BABY CELLS OMG I CANT BELIEVE YOU PUMP YOUR KID WITH BABY CELLS DISGUSTING Okay Karen My baby my choice and I really dont give a fuck thanks,0
1376579392323878916t, I took Pfizer vaccine 17 days ago 2 days later I developed facial twitching and dizziness which hasnt gone away Its a side effect for an average of 15 people  so Im never supposed to travel again unless I receive a second shot Passports r ridiculous,0
1358746059317645314t,If you are 50 healthy  fit and have no conditions or situations that may put you at extra risk you DO NOT need a vaccine for covid19 0 risk from infection High asymptomatic  If youve had covid you have immunity The vaccine may not prevent transmission or infection,0
1339270347967881222t,A health worker in Alaska had a serious allergic reaction after getting Pfizers coronavirus vaccine Its unclear whether the person had a history of severe allergies and whether the case has broader safety implications The person is in stable condition ,0
1373946398886989827t,  More marketing ethically bankrupt Tampa Bay Time Published Mar 19 Why Europe suspended AstraZenecas COVID19 vaccine A dozen European countries suspended use of OxfordAstraZeneca vaccine after reports that blood clots had developed in numbers of vaccinated patients,0
1328025554679951360t, I wonder if mentioning Thalidomide or the Pandemrix narcolepsy or the fact that Pfizer have numerous lawsuits against them for marketing fraud allegations and unaproved clinical trials would get me a ban Are we just supposed to accept that everything is ok because they say so,1
1344261750011670528t,Im not superstitious nor do I indulge in conspiracy theories but I am curious about certain things like why is it that every big Pharma company that is producing the Covid 19 vaccine has Bill Gates fingerprint on it Just curious and you should be too,1
1374172805248512001t,  the vaccine trials But youre immune compromised your natural immune responses are way at the lower end of resistance to infection which you know of course So theres no reason to expect that 95 protection CDC guidelines say vaxvax small groups only,0
1327006859513921536t, Fuck Big Pharma and their vaccine We have given them more money  power than ever before in 2020 Oh save us Pfizer and GSK Pfftnever could be me,1
1329742617417043968t,200 sick children Half were given doses of experimental Pfizer drug  others were treated with proven antibiotic from rival company 11 children died  many more it is alleged later suffered serious sideeffects ranging from organ failure to brain damage ,0
1287769310774009863t,   Yes Please  Repeal the 1986 National Childhood Vaccine Injury Act and make pHarma liable again,1
1344755745376636928t, Any vaccine like this will be suspicious Where is the cancer vaccine This at this moment is more lethal than cancer But yet they found a vaccine They made this distrust in pharmaceuticals because Americans have been raped for so long by the same companies you want us to trust,1
1377290599519420422t,Grambling when I get this vaccine please do not give me the JJ one They baby powder not even safe what makes you think I want a vaccine by them ,1
1398419094630584322t, Hmm Astra Z just not up to the job Cant get to herd immunity with that vaccine Pivot to mRNA now PfizerForAll,0
1365624456127934464t,  So youre saying that the only way to get our lives back is to have a vaccine For a virus that has no long term effects for 99 of the population A vaccine that wont stop you getting or transmitting the virus ,0
1239889889975390208t,Vaccines are like playing Russian roulette with bullets in 5 of the six chambers Dont do it,0
1258427778757779457t,  So what are they doing with current soldiers whove had COVID and likely WORSE reactions because of the battery of vaccines theyve been shot up with,0
1338607314501251079t, COVID 19 has already mutated Dumdums getting this shot mightve already been exposed to several strains and whatever mutations have occurred this vaccine will be useless,0
1344518357144530958t,   Mrna was bring used Veterinary Moderna was ready to start anyway Wsrpspeedcmade it easier Money Trials side by side No culture needed,1
1336071715282182145t,This is an old article and Im sure Pfizer has improved over the years and promised they would not commit crimes against humanity again  NoVaccineRequired ,0
1325952417352003587t,Pfizer deliberately held back announcement info on vaccine until after election 3 days after BigPharma will lose 100s of billions  when  favored nation executive order hits them  that will instead be saved by we the people StoptheSteal AuditTheVote,1
1413082831652331520t,Third Australian 61 dies from blood disorder after taking the AstraZeneca coronavirus vaccine  Daily Mail Online ,0
1371456418050609152t,  As the evidence for available treatments like Ivermectin grows the need for emergency vaccine trials stalls The vulnerable should have 2 doses of the experimental vaccine impacting 99 of likely deaths with Lockdowns will kill many more than covid has,0
1347264491017433089t,4400 adverse events reported in US after receiving   vaccine  via ,0
1392312950346575872t,Search Results from the VAERS Database 1y child had haemolytic anaemia after Janssen vaccinated mother breastfed Breastfeeding Pediatrics CovidVaccinesideeffects ,0
1352702898665357322t,    Also thats entirely my point of view but you guys shouldnt use Chinese vaccine that have only 50 efficacy it is as good as nothing In the end we indians are really glad we can help u out guys ,0
1334910503508959232t,  Sec 230 is extremely important yesbut can we please not force our military to take this covid vaccine protectourmilitary,0
1294630067390341123t,BM Gates is back in the vacc7ne race again this time with Germanys CureVac a biotech hes backing Bill dont fox around with his  he sure  spreads it around well it takes money to make  investigate BMGF,1
1370291294401073152t,The idea of zero covid is pathetic Viruses mutate on a global stage WHEN covid mutates past the reach of this vaccine those vulnerable will need another Like Flu Global companies are creating new markets for their unnecessary products,1
1327656051940974598t,Deadly like a vaccine from a heroin dealer Call me Pfizer Join us at  ,1
1331440005240205312t,Haha Trump will make sure you dont give us the one you and gates had planned  And dont forget Pfizer VP said we dont need vaccines for your fake covid plan for agenda 2030,0
1309918865313464320t,China pushes emergency COVID19 vaccine to thousands despite safety concerns  via  ScrewYouChina,0
1371175104248418310t,Italy now bans it due to teachers death Irish medical chief says use of AstraZeneca Covid jab should be suspended  Daily Mail Online ,0
1253984325638463489t,  I for one wont have any vaccine that is anything to do with Gates or gavvi I hope you understand the agenda you are trying to push you will be treated the same in the end the agenda is wicked shame on you and your government ,1
1338632948506107907t,They deserve to be held accountable There is certainly no reason to trust Pfizer vaccine It is sad that Western medicine has devolved into Big Pharma medicine,1
1311187583452549121t,   Theyll be a vaccine it wont be a covid vaccine though as theres no cure Its going to be something far worse Remember depopulation smart dust microchips Its what Bill Gates had planned all along,1
1374759959494283268t, Absolutely rubbish no vaccine is 100 percent safe Not one,0
1420505173022158849t,1 In case you didnt notice the mRNA vaccines are now BY FAR the highest annual selling and most profitable product in the history of Big Pharma  is expecting 335 billion in vaccine sales and almost 10 billion in profits THIS YEAR,1
1375375110601867266t, It is the same all around Europe minor variations in age distribution etc Weve been all fucked by Pfizer and the rest I had a surgery in the past my heart is weaker than my moms and yet no vaccine for me,1
1333855971295150080t, Im definitely not messing with that Moderna one if that gets released,0
1364072418168438786t,  Spread to who If those who suffer are now vaccinated Who is going to suffer Goal post changed again hasnt it Health passports required next Goodbye freedom,0
1265239656406421504t,This is not good news for Moderna at all Theres no way this vaccine is going to wisely administered if it isnt safe and thats a concerning safety signal MRNA,0
1285928619487965185t,    Whats in the vaccines People have the right to know  Do u work with  IF SO that needs to be disclosed   Have you or your family members received the vaccine How  bout you start there  let us know how it goes,1
1326392495471796230t,This company has been operating as an illegal operation from the beginning and its not surprising that their apologist in chief is none other than Tony Fauci RFK Jr interviews patent researcher David Martin about Moderna  ,1
1350089921256632321t,4 volunteers develop FACIAL PARALYSIS after taking Pfizer Covid19 jab prompting FDA to recommend surveillance for cases Four trial participants who received the Pfizer Covid19 vaccine experienced facial paralysis according to the Food and Drug Adm ,0
1283152391374856193t,Imagine what would happen to their shares if they gave the vaccine to the people dieforthedow Moderna shares jump as much as 16 after company says its coronavirus vaccine trial produced robust immune response ,0
1431752756964954116t,16yPfizer Covidvaccine POTS pediatrics VAERS I am a physician My son developed POTS syndrome after the second dose He was completely healthy before this  a competitive tennis player ,0
1314460988733714432t, Scientists employed by Big Pharma telling us how great Big Pharma is and how we need Big Pharma to truly get over a virus with a less than 1 kill rate Ridiculous Why wont it be fact checked as fake news,1
1433830554349318154t,Exclusive Interview Mom Whose 14YearOld Son Developed Myocarditis After Pfizer Vaccine No Longer Trusts CDC Public Health Officials  Childrens Health Defense ,0
1330963335387418625t,  Ferguson Vallance  Whitty have just made billions today their 5m investment in the AstraZeneca vaccine has paid dividends,1
1330833629682003972t, No one of them 3 answered the question even partially how 2nd endpoint looks like means protection from INFECTION Well we know how it went in animal challenge for heavenly AstraZeneca,0
1325933288293355521t,  If you are going to lie you should at least Get rid of all the evidence Shameful Me my family of my friends will not be taking your vaccine ,1
1378395904240013313t,   The vaccine literally doesnt stop u from getting covid,0
1352293624223064068t, sir  what are you going to do when you have vaccinated everyone and they are being infected with the mutation of sars2covid19 um because it is already happening in front of your eyes    Lock down use interferons,0
1349827547576545280t,Pfizer and the FDA downplayed the cases of Bells palsy in COVID vaccine trial participants But the evidence that vaccines including COVID and flu cause the disorder deserves further investigation ,0
1283415217117040640t,Call me a cynic but Im not buying the Moderna vaccine The company is manipulating the markets and the executives are selling their shares as they hit highs,1
1303473603661434881t,Astra Zeneca paused phase three abbreviated trials because of an unexplained illness Still want to queue up for yours,0
1257852720389767169t, I dont care how successful anyone says a vaccine for this is I will never get it noliability vaccineinjury,0
1353469093156769793t,In the case being that both the vaccine and the virus are both majority  very well unknown Only means I will not receive until I know it could work long term rather than risking myself getting the vaccine for the matter of a few months ,0
1345246638508531712t,    the one thing that I dont get with the Astra Zeneca vaccine is how does it ensure that it doesnt effect the human DNA even though it actually enters the cell nucleus,0
1331261894884274183t,  Wouldnt trust Pfizer to fry an egg they are a bit dubious to say the least  Ive heard theyll have no liability if it goes tits up  we all ending up looking like uncle Ruprecht,1
1253755401734180867t, Yeah Im mean Im absolutely hopeful for a vaccine But based on the antibody testing going on here right now I dont see how it makes sense to stay locked down Not when literally millions of us may already have been infected It brings the death rate far lower,0
1364771249247948811t,    I do I have anaphylactic reactions to many drugs Unlike Pfizer and Moderna JJ has not provoked any anaphylactic responses Also its a traditional vaccine The mRNA vaccines have never been used before in humans  we dont know long term effects,0
1071017964994850816t,  Why This vaccine is dangerous My daughter fell ill after one dose and that was it for us Dont be bought by these greedy drug companies from America where its all about profit not health,1
1450868559756812288t,COVID19 COVIDVaccine Pfizer DeltaVariant We deserve a better COVID19 vaccine  Are they working on it or are we just expected to continue taking a vaccine and booster shots that are not targetting the dominant variants making vaccinated people sick ,0
1444724962456133640t,BREAKING  Pfizer stand accused of experimenting on orphan babies to test their Covid19 vaccine Pfizer is the friendly face of Chinas ,0
1399640610395627520t,12 Canadian children were given the unapproved Moderna vaccine by mistake ,0
1339373003172425730t,   Is he away that even a ceo at Pfizer said he wouldnt even take the vaccine ,1
1317056770846633985t,   Buahahahahhahahahaahhahahahaa Isnt the primary endpoint prevention of disease not infection Loltrials designed to succeed imosorry participants wearing masks after getting 2 shots PATHETIC and then measuring of efficacy of what exactly Infection Disease,0
1371882073133318144t,Anyone who doesnt want Pfizers lifetime opportunity to be shot into their body annually will be excoriated as a selfish science denier or Covid19 denier I dont appreciate the narrative that my body needs to be over medicalised to protect others or guarantee my freedom,1
1298115942128537600t, LOL no worries Very few will be stupid enough to take a vaccine that wasnt even through trials yet I sure wont,0
1306307932183834624t,   Probably why the original SARS vaccine that at least one COVID vaccine is based on never really worked as far as Ive heard ,0
1319638914856972288t,Do you really want to inject a vaccine that was grown in monkey brains and mice livers Full of hundreds of retroviruses NOT ME COVID19 ,0
1301601071278813189t, Well I consider myself on the right Im very proTrump I have absolutely no intention of getting a rushed vaccine for myself or my family Ive recently heard tho the Moderna vaccine was originally a 2010 one developed for SARS  is being modified for this so maybe,1
1153068590725095425t,   Marianne not an antiVaxxer please do your research She is against BigPharma paying scientists to do the research on safety of their vaccines its like trusting Boeing paid engineers to check safety of the 737 for commercial flight,1
1340144485397893121t,Im not getting no COVID vaccine simply because theres not enough proof that its really for that and that it even works yet They said it was around like 85 effective How do you know that if it wasnt tested yet Gotta be something else going on here man Shits SUS,0
1340508692958093312t,4 Remember the Moderna vaccine is worse and the second shot is much worse Also of note  hospitalizations or physicians care are included here but not broken out separately They should be,0
1344694996251848709t,Just say WE DONT KNOW no proof no evidence no link no connection This is the part of the show where they play both ends Pfizer Vaccine VaccinePolitics Swiss drugs regulator says no link between COVID19vaccine death of 91yearold ,1
1277901633289170944t,Motor Neuron DiseaseDisorder after Gardasil ALS Expert agrees and will not let her daughter receive the vaccine  ,0
1199404244782239744t, I know candace is not the one youre going to take seriously BUT there have been thousands of reports of girls suffering as a result from this very under researched vaccine and its an example of women yet again being ignored in the medical field,0
1377395484478730242t,  What next What if  Big pharma screws up a batch of medicine or somebody gets double dose of vaccine  somebody dies but volunteer who screws up isnt charged because the person lined upGetting into a vehicle with a trusted person should not lead to rape  unplanned pregnancy,1
1339586146549035008t,US health worker suffers serious allergic reaction to Pfizer vaccine ,0
1365410896651186177t,  The Astra Zeneca vaccine is only 62 effective and has not been shown to work in those over 65 No thanks,0
1297899580500201473t,To determine whos in control ask whos claiming immunity from criticism Thatd be vaccine manufacturers ie the pharmaceutical industry Criticism of vaccination results in censorship and worse,1
1403412116799901696t,JUST IN FDA reportedly tells Johnson  Johnson to toss 60M COVID19 vaccine doses over contamination concerns  ,1
1326275061075087361t,   Yo the flu vaccine is only 40 to 60 effective after a half century trying to cure it F Pfizer Fauci Gates Trump  Biddyboy,0
1355344139349536769t,      Norway expressed increasing concern about the safety of the Pfizer Inc vaccine on elderly people with serious underlying health conditions after raising an estimate of the number who died after receiving inoculations to 29     ,0
1435984713894678532t,   The Chinese inactivated vaccine has much lower efficacy and these mRNA and viral vector vaccines are try vaccines If you understood how they worked and how a virus worked you would agree with me,0
1287939641547657217t,     That is all about money and they cant make much money from hydroxychloroquine but they can make billions from pushing a vaccine its just common sense maybe you dont have it,1
1297173361253060608t,  They just want to keep people from dying from bad drugs and vaccines something you dont care about You have hundreds of thousands of deaths on your hands not just COVID19  soldiers killed for Russian bounties Kurds betrayed to fascist Erdogan BidenHarris2020Landslide,0
1288569278917038080t,     Not just to disprove trump but also to make money as patent is over for HCQ and pharma companies cant make money They want to develop a vaccine to sell if there is a cure there wont be any vaccine,1
1346820746891374594t,Perfectly Healthy 41yearold Pediatric Assistant Dies Suddenly After Injected with Experimental Pfizer COVID Vaccine ,0
1365077876203155457t,  Can someone also remind her the vaccine doesnt stop transmission or spreading of said virus please,0
1285326912546635780t,Friendly reminder  is the one pushing the Bill Gates faux vaccine,1
1284542770581868544t, Lockdowns and vaccines may stop Covid19 but they will not stop the next virus from coming Is this the same approach to protect against Covid20212223 No one talks about boosting your own immune system sleeping exercising vitamin cd,0
1359158011261038592t,    Nah it is made by the government u just dont do research and think for yourself you are not open minded thats why I still think that the government cares about us the point of COVID19 and this vaccine is to lower the population COVID19 is literally funded by bill gates,1
1308472437886136322t, Yesterday my mother in law told me she got the flu shot I said Oh why did you do that Later she said Oh it was a B12 I said Good you know vaccines damaged your grandsons brain and they put Covid in it No idea why she liedit was flu shot,0
1387762021958098953t,DOH we have a problem  Brazil Rejects Russias Sputnik V COVID19 Vaccine Citing Inherent Risks ,0
1331712803137314817t,Average effectiveness  unexplained side effects 7 QUESTIONS that AstraZeneca needs to answer about its Covid19 vaccine  RT World News   ,0
1297917128927059972t,Isnt this illegal You can not simply FORCE people to get vaccinated Report Virginia commissioner wants to mandate COVID19 vaccine ,0
1326779388273324033t,Looks like the public is going to be really fucked over in the pursuit of corporate profits  AstraZeneca to be exempt from coronavirus vaccine liability claims in most countries  Fucking insane How many thousands of lives have been lost because these,1
1344241920088961025t,The Covid19 vaccine might be effective but for how long and what about new strains The vaccines are here to stay  and the pharmaceutical companies know that thats the tweet,0
1329845336693760003t, Worst part is Media and Big Pharma are lying to the world Main part of vaccine is durability of immunity Pfizer is not coming clean on it They will get the license and make huge money in short term 2 years down the line theyre fried Turkey,1
1315806454926905344t,  They should open an investigation on  as Fauci used tax payer money 500 million to get a patent 51 ownership under HIS personal name for Covid19 vaccine His pushing moderna should be illegal how many others does he hold 40yrs as NIH working on AIDs really No cureWhy,1
1337172732971192320t, Sorry but if its NOT for my BBC Im not taking ANYTHING from Pfizer  ,1
1283386026845708293t, If the end game iswas protect the NHSsave lives then clearly that has been accomplished already I fear that the end game insofar as Govtpharma is concerned isnt hospital admissionsdeaths but actually the vaccine for Covid NHSprotecting lives appears secondary,1
1289573744277561346t, Hydroxychloroquine is proven and cost pennies per dose but Moderna and Pfizer wont make money hand over fist with it,1
1346707020758589440t,Moderna Covid vaccine side effects Fatigue headaches muscle pain say Many physicians are advising the public to brace for some strongerthanusual side effects from the Covid19 shots than say a typical flu shot and to possibly take a day or two ,0
1410722870620147712t,CDC Experts Disagree With Pfizer on COVID Boosters Threatening Pharma Giants Billion Dollar Revenue Stream  Childrens Health Defense ,1
1364666557050335237t,  Nobody should be masking or testing children for covid unless very ill They have 000005 risk from it Concentrate on getting vulnerable  high risk vaccinated 2Doses 99 of people will recover  build natural immunity Cases data is propaganda NoMasksInClass,0
1338093199802458114t,Covid can suck it immune system boosting is all u need not a vaccine that gives u a halfassed version of a crippled virus cellular reconstruction mechanism bullsht thingy that may not work penetrates ur body to possibly be worth ur while and costs too much in taxes anywho,0
1377075057722331140t,By the way I have no issues with getting vaccinated I do however have reservations about brand spanking new vaccines and ones like the flu vaccine which are typically at least a year behind  The flu mutates every year so youre just getting vaccinated for LAST years flu,0
1366119716151033867t, not authorised an emergency rolloutclearly states talk to ur doc to weigh out ur risksU would know that u need years to actually be able to respond that question scientificallyU like everyone elseis clueless when it comes to long term side effects of dis vaccine on foetus,0
1330987065178198017t, Must be tempting to go for a vaccine for a chimpanzee cold with 70 effectiveness when one with 94 exists thanks but no thanks Oxford,0
1269567730392293376t, I bet they told you how safe and effective they arepaid by Big pHarma of coarse That is my biggest reason for leaving when they expected us to push vaccines on pregnant women that was it for menow you lot have the Corona vaccine coming BillGatesWHO Agenda2130,1
1377317975632515076t,I have the pfizer vaccine and now am experiencing slight discomfort in my arm Dont get the vaccine not worth it,0
1363996081017749505t,COVID19 Vaccine Maker Pfizer Paid 23 Billion In Largest Healthcare Fraud Settlement in History But You Are Still Supposed To Trust Them With This Vaccine ,1
1252303633867132928t,Question If Hydroxychloroquine  Azithromycin works so well on destroying the Covid19 Virus why cant it be used on the Flu Virus and many other Viruses Is it because it would take all the profit out of Vaccines that Big Pharma is pushing Should we ask Bill Gates  Dr Fauci,1
1366111104838086661t,  Bro youre going to end up with a Astrazeneca situation if you go anywhere near vindicating this vaccine sphithiphithi I studied the Astrazeneca process from top to bottom and everything looked proper and where did that end up The bottom line is this is hurried,0
1245105215344443392t,This mf bout to poison most of the country I can hear it now the late night commercial asking if u had gotten a covid 19 vaccine shot from Johnson and Johnson to call this number,1
1339543386836008961t,  Hospital worker with no prior allergies in intensive care with severe reaction after Pfizer Covid vaccine A healthcare worker was taken to intensive care at Bartlett Regional Hospital in Juneau Alaska for an allergic reaction she suffered after being ,0
1288523116805840897t,Why is an inexpensive effective drug that saves lives labeled controversial by news media Is it because BIGPHARMA has been working on an expensive planned vaccine years before the virus was released Moderna,1
1375908722292224000t,Question to all doctors How much  are you being paid for each vaccination This is not caring for your patients You are farming them You know a pandemic is judged by deaths not cases  as a medical professional you must also be aware that the PCR tests are not fit for purpose,1
1424004245628522499t, Trusting Pfizer is the worst thing you can do Hands down the worst Its better to know than to trust Get a post vax bloodtissue test Or get a regular covid test each week Pfizers drug efficacy track record is piss poor,1
1282732673409200130t, Fauci through the NIH also owns half of all Moderna vaccine profits Now do you get it why he wants to keep us all in fear and lockdown until vaccine is ready This man should not be trusted way too many conflicts of interests,1
1364945110232875011t, Insisting on a vaccine that many people do not NEED will make more PROFIT than a treatment for the 1 of people who might need one or a preventative VitaminD supplement  Ziverdo Ivermectin Favipiravir Ivermectin Doxycycline,1
