ID,tweet,rushed
1326480829103616001t,Idc if the vaccine Pfizer created is 100 effective and gives you super powers still not taking that shit tf,0
1377031445873582080t, Rare  where is the additional information on reactions to a vaccine that has been in open public trial for ONLY a few months,1
1339284137409015808t,Health worker in Alaska had serious allergic reaction after Pfizers vax Covid Vax was rushed instead of normal 2 year trials Sorry  Im waiting to taking this vaccine ,1
1353351225836773377t,Parents that sign their kids up to be Guinea pigs for big Pharma Pfizer says its Covid vaccine trial for kids ages 12 to 15 is fully enrolled ,1
1333340622418227201t,Very important read especially given the death rate of 03 attributed to the virus This clearly imo renders Covid 19 vaccines as experimental under International Treaties relating to the treatment of human beings,1
1102201170855161858t,  Efforts to shift attention to genetic causes is unethical Vaccine safety has not been adequately investigated Also use of a surgical clamp on the umbilical cord immediately after birth is clearly wrong The cord cannot be unclamped to restore postnatal placental respiration,1
1291918926192840704t,    I believe its Bill Gates and Anthony Fauci  The vaccine will be worth billions if its delegated to be a MANDATORY vaccine which wouldnt surprise me No wonder the MSM WHO CDC Media TECH giants R censoring positive info from Drs treating COVID18 with Hydroxychloroquine,0
1365984838327668737t, The Johnson  Johnson EXPERIMENTAL VACCINE administred on healthcare workers as a Roll Out the first day the administering started vaccine was NOT even FDA authorized for Emergency Use Why is Ramaphosa Government so willing to experiment on its People on such large scale,1
1320309699946958848t,Vaccine trials fail more often than not The initial experimental work on the Oxford vaccine done in animals was not viewed by many of my fellow scientists as the unqualified success that the media breathlessly reported,1
1227182077977747456t,Attempts to start an epidemic Swine flu SARS Ebola now Corona all with sick backstories from Bayer or Johnson  JohnsonBill GatesSoros etc Vaccines that infect not protect Migrants are perfect to blame Enter country get vaccine for cash epidemic can spread,0
1401874552792272900t,   Tell me a vaccine which is an efficacy rate of 100,0
1306782746757525513t, It probably increases chance of  Covid test because the overamplified test is picking up remnants of the flu vaccine virus fragments I really wish this PCR scam would go mainstream already,0
1355336421989634049t,  Except multiple sources have said that the vaccine never went through the full testing procedure because the FDA was under pressure and rushed it out ahead of schedule,1
1304164400392073217t,    Biden  Harris keep saying that they dont trust Trumps Warp Speed vaccines Fine But this is a UK effort with the seal of approval of Oxford University itself And its terrible The problem is not TrumpThe problem is that these vaccines are based on junk science,1
1303481969813188609t, So the OxfordAstraZeneca vaccine trial was temporarily suspended due an adverse effect hold was placed on trial out of an abundance of caution This is why we do phase 3 trials to completion EUA No thx COVID19 ,1
1341319988171448322t,   Also Sunak has shares in the Moderna vaccine in which they are looking into vaccinating secondary school aged children In which there is not enough research on its safety in children FollowTheMoney,1
1328324571754205186t, Ivanka tweeted out that this Modernas Vaccine was Trumps Operation Warpspeed and lots of Trump supporters are accepting this People need to wake up,1
1345170665490378752t,I have been fortunate to receive a good education And I believe I have an open mind This is where I stand on taking a vaccine which appears to have been rushed It is impossible to know the long term affect of taking these vaccines THIS IS RUSSIAN ROULETTE InAQuandry BLM,1
1441887557105725442t,  The hell is not over yet for this is also the man who decided to give English care home residents AZ vaccine known then to have 30 lower efficacy than Pfizer which had been in the country for a month before AZ arrived AZ at that time had not been tested in anyone over 64,1
1326570847180558337t,The vaccine isnt approved yet and Johnson is recommending it Bullsht like this makes me think this vaccine will get approval because it has political instead of medical momentum This is shortterm political thinking again which will prove harmful if it loses trust,1
1326480322721144835t,  Tell the truth Youre announcement was based on 7 days of results You cashed in at the stock market w news that holds no promise It wo take years to know if any vaccine is safe Disgusting,1
1350482102593191936t,     Twentythree people died in Norway within days of receiving their first dose of the Pfizer COVID19 vaccine with 13 of those deaths  all nursing home patients  apparently related to the side effects of the shots health officials said,0
1438312424474509312t,  Its not But looks like definitely it ties govt to outlawing the harmless early treatments which is criminal Our Covid health policy is effectively tied to Pfizers treasury taking out our volition entirely our only choice is to vax with pfizer so I wont,0
1338220659546046464t, It is unlikely that covid vaccines will have much impact on epidemics The efficacy reports on most vaccines are fake statistics Pfizers vaccine is known to have side effects that can be worse than covid ,1
1354566144267595777t,  Nope Zimbabweans that are here legally will avoid the vaccine owing to the risk it carries youre right at the front well use you as lab rat lol,0
1334057928236654593t,    Long term effects are what please Have they even been tested,0
1286961746557702145t, I fear MandatoryMasks are simply a distraction from what is coming  MandatoryVaccines We must stop being distracted by what is essentially a stepping stone that isnt even being enforced and start to gather some meaningful opposition against the latter,0
1333424395973431297t, Thats good to know any company that requires proof of vaccination will lose me as a customer even if they change their minds later after the potential backlash,0
1374269596509876224t,RT  I just found out that my uncle died from a brain aneurysm the day after getting a Covid vaccine I dont know what brand It could have been a coincidence But really Anyone else out there have a firsthand account of someone who died shortly after,0
1374458154386214926t, Probably the programming somewhat and the way they are doing it in mini steps in the name of safety So the sheep will always just say no its just a mask its for our safety Then again but itll be the vaccine itll keep going step by step until they get their end goal,0
1378112633182826496t,WHY IS THIS PLANT OPEN WHY IS THIS PLANT USED TO PRODUCE VACCINES THAT ARE ALREADY QUESTIONABLE  FDA found violations at Emergent plant that ruined Johnson and Johnson vaccine doses  The Washington Post ,0
1334049192319348747t, Unbelievable Pfizer admits they skipped the safety tests A vaccine that needs to be stored at minus 70 degrees Developing a vaccine takes 6 to 10 years Follow the money ,1
1298417447234674690t,Trump The Reopener Is Beginning To Sound Like The AntiChrist We Dont Need Testing Or Vaccine Or Masks 02 BeatTheCheat ,1
1301601071278813189t, Well I consider myself on the right Im very proTrump I have absolutely no intention of getting a rushed vaccine for myself or my family Ive recently heard tho the Moderna vaccine was originally a 2010 one developed for SARS  is being modified for this so maybe,1
1334123608659140608t, It just got worse Pfizer admits Usual safety tests will be bypassed Click on link to see its at the end ,1
1326673810918084610t,Is it just us or is it ironic Pfizer announces their Covid vaccine should be available soon just 2 days after the DEMs claim the Presidency Coincidence I think not Inquiring minds want to know,0
1301463465022885888t,EXCELLENT thread on a potential Covid vaccine I will get a flu shot but NOT a rushed vaccine from a such an irresponsible administration who has politicised the CDC and the vaccine,1
1260796967577202689t, The entire vaccine agenda is to implement the Beast Technology    COVID19 vaccination to give every human on  a quantum dot micro needles mark ID2020  a human implantable device for buying  selling cryptocurrency with a patent number of 060606,0
1422715759529132035t,  Instead of rushed approval of 1st Gen vaccine that skipped age vs safe dosage studies Expedite vs stall  safer better ethnicity data Not falling for political approval novavax CovidVaccine ,1
1366163835003023367t,   Yes but how did they test long term effects on the Pfizer vaccine,1
1318950296383533057t,   Referring to our bodies as organic vessels Sorry but you can not defend the criminality pushed on the masses since 1986 when the pharma cabel were given full legal immunity Look at the maths look at the sudden growth in all conditions old and new starting with cancer,0
1320135873082486784t,Why do we need a vaccine for a virus w 99 percent survival rate across most age groups per CDC  ,0
1375530519941763075t,To Those Who Wonder Why I Refuse the Vaccine I researched the data ingredients and what Gates wanted to do with Moderna ie mRNA DNA Altering If you chose to trial on humans instead of animal trials another risk God gave me a unique DNA for only me and I prefer that,1
1298561075508662276t,This is a disastrous turn of events  Astra Zeneca for example was granted immunity from prosecution for any damage caused by its hastilydeveloped products since July Vaccines must be safe  thoroughly tested as everyone will be asked to take them ,1
1338192029092864004t,  I agree CJ is abusing his oath of office as active Judge in a secular country that should stand neutraul against all sort of religious dogma Having said I also dont want that Covid vaccine anywhere near me or my family they can start in Europe well observe  wait after 1 year,1
1335762934216216580t,  What if we have preexisting conditions that prevent our bodies from making the protein   Medicine has advanced but the vaccine isnt 100 yet  Wait a month or two for the results   Supposedly one person had the vaccine and contracted COVID19,1
1325836893037191168t, It is way too early for Pfizer to have the mic re distribution over a vaccine with no peerreviewed results I think the study testing it ultimately involved 94 cases of covid Should we even be discussing this before we have solid phase 3 data,1
1312628135683190786t,Trump recently said America is rounding the corner in making progress against COVID19 Redfield wants to crush any optimism among the American people at least until Big Pharma can get their experimental vaccines stuck into people ,1
1365771950942007297t, Im not sure what you mean by tested in isolationvaccine schedule but saying theyre not tested against placebo is ridiculous Thats the entire basis of a study for medication We know for certain the effects the Pfizer vaccine for example has on immunity development,1
1364904789390352386t,      He was on a TV interview regarding the moderna vaccine and the adverse reactions and he couldnt refute anything has anyone called him out have you even heard about that if the organisations he funds go against what he wants for the great reset the funding will be pulled,0
1301917712050982918t, I wonder if this among others is why Pfizer is trying to rush out a premature as hell vaccine,1
1328429005930901506t,    Great they have a vaccine Its amazing what happens when you cut out the red tape but a company that never made anything for humans before created it I dont think so,1
1329713793568567299t,Nothing is 100 safe even Tylenol has side effects which is in the Moderns vaccine I can take safe Tylenol from home Your vaccines are rushed and people still got sick with Covid19 while taking the Moderna vaccine Its not guaranteed to protect people from getting Covid19,1
1429826556491444225t,After 8 months Developed in 2 days What is wrong with the world to accept this fraud Pfizers COVID19 vaccine received full approval from the FDA on Monday the first COVID19 vaccine to move out of its Emergency Use Authorization stage ,1
1299409840134123522t,   And then they get to mandate it safe or not due to social pressure and momentum And mRNA vaccine tech is has never been tried before on people so no chance for long term study Should work in theory Not sure in theory is good when it comes to altering our own DNA though,1
1330896582330368000t, So you know nothing at all about the long history of brain damage illness and death caused by a variety of different vaccines You would just trust a Pfizer chemical inside your body,0
1307953417822900225t,     This new virus is a house guest that never leaves You will live with it until you are old enough to die or else it mutates into a less virulent form Natural selection favors those less susceptible to a natural pathogen Vaccine has unknown ramifications,0
1351146627659149317t,In CA higherthanusual number of possible allergic reactions were reported with a specific lot of Moderna vaccine Ten individuals required medical attention over the span of 24 hours ,0
1338678414815993856t,  Again because rarely does the first one ever work Something happens during trials and you go back to phase one It is tweaked and you start again The Moderna one took 2 days to develop 2 days Really tough code to crack,1
1354368485883785219t, Still no info on vaccine side effects I see Cant be bothered or just dont care,1
1397388443584393216t, They will never tell you in 2021 Chinese vaccine is No 1,0
1353300155827712001t,    how many people have been duped into taking this trail vaccine Do they know they are the guinea pigs,1
1298336431954370560t,      Properly a fake vaccine Remember the Russians GRU tried to steal our vaccine data So any vaccine thats rushed for Trumps political advantage is very dangerous No senior should agree to use it Trump is desperate,1
1352760071332229122t, Are we dying of a new variant or a rushed vaccine ,1
1327022535670697985t, I react very badly to Flu Vaccines so I feel reluctant to have the Covid one unless I am hospitalised for the duration of 3 weeks which is how unwell I am after the usual flu vaccine,0
1350101974394408960t,So  after a week of  Canada will have 80 million of Pfizer Which is a vaccine Norway has proved to be unsafe and unreliable fir safety When will a different vaccine be approved by health Canada ,0
1326227370014109702t,  In NY theyre trying to mandate it as the chair of bar association said it was legal to do it which clearly isnt Coumo is trying to pivot on using the vaccines that BidenGates wants to push instead of Pfizers which hasnt shown any negative results so far Sinister plans,0
1327290198237925376t,     I would not be surprised Considering Biden is pro forced vaccination Meaning Pfizer then would be able to rake in the money from forcing people to buy a product they do not want,0
1400895364912271366t,Sent from an Android phone that David did not NEED but which involved slave labor in getting raw materials  which was partially made in China funding Chinese forced abortions He needs this phone less than a COVID vaccine  cooperates in evil more by using it,0
1374172805248512001t,  the vaccine trials But youre immune compromised your natural immune responses are way at the lower end of resistance to infection which you know of course So theres no reason to expect that 95 protection CDC guidelines say vaxvax small groups only,1
1340661408812429312t, Will Govt publish the number of VACCINE DEATHS  anyone who dies within 28 days of having the vaccine  so we can compare to the no of COVID DEATHS counted the same way Sounds reasonable  so obviously WONT HAPPEN   ,0
1255908583709032448t,    They assault the immune system A suppressed or weakened immune system and one that is already compromised may suffer further harm damage or adverse reaction Vaccines can cause auto immune conditions Vaccinating is risky at the best of times but to these people its increased,0
1328363101402566656t, Scientists have still not discovered the etiology of Covid 19 They are still scratching their heads re why some people are not affected by the virus most people and why others get very ill or die Without this knowledge we will be giving millions of people useless vaccines,1
1363905261073752064t,Well what evidence is there to show the vaccine is working Why wasnt it all down to us being in lockdown staying away from each other  kids off school,0
1334083141456236544t, Wouldnt it Pfizer have form for manipulating data they are currently being sued in several jurisdictions Google Zoloft and see how they lied Unfortunately for anyone who may be damaged or killed by this vaccine they have received indemnity from all governments,0
1336226225719824386t,   I find it very difficult to get excited about a vaccine that has been rushed through trials no long term studies released on a rolling review basis and our poor elders are being used as Guinea pigs Pfizer arent liable nor the gov for ADRs joke,1
1299651652446760961t, NIHModerna have rigged clinical trial of COVID19 vaccine to avoid capturing adverse reactions that occur more than 28 days after injecting this experimental vaccine ICANs legal team has filed an emergency petition to stop this unethical conduct  y,1
1430567488211795969t,Rapper who mocked lockdown protesters dies of heart attack after having the Pfizer Covid19 injection  Daily Expose  This wont make MSM Only hesitants who die make MSM,0
1362102749085593604t,  Why is Covid19 vaccine out and yet business still closed why are things not back to normal why is it taking months on purpose who is be hide the bull shit who is getting rich Peace on earth,0
1266741123940265984t,BraveLikeNick VaccinesInjure VaccinesAreNotTheAnswer Please pray for Nick Gauthier healing and for his family,0
1299206090610016261t, Not a problem with me but Im pro vax however the vaccine is going to have to be more rigorously tested before Ill have it,1
1330850812340428800t, Yep no masks no lockdown And pfizer didnt even attempt to rush their mRNA vaccine to market even thought they had just spent millions to collaborate with Biontech for just that stated purpose ,1
1376929320145408005t,Sorry buddy  Canada restricts AstraZeneca use for those under 55  via  SEE NO SMOKE WITHOUT FIRE PART 3 ITS A UN TESTED VACCINE,1
1234522937077706754t,Rejecting big pharma Merck and Pfizer we are talking about you is a wonderful idea Maine will end up healthier and happier and save millions of dollars,0
1331158972213190658t, look at who gives major funding to the oxford labBill gates who publicly tells people he wants to depopulate the worldand now he develops a vaccine for the worlderm How a handful of scientists developed Oxford vaccine at breakneck speed ,1
1329101573964918790t,   And how exactly do you know there wont be any serious side effects when it takes YEARS to test a vaccine for that sort of thing You will not see those side effects that soon people better wake up,1
1406023968583266305t,One wonders how many Palestinians know that theyll be volunteering to take an investigational vaccine  as yet unapproved and unlicensed   AND which Big Pharma has ZERO liability for ,1
1304249221122490369t, Well he is lying I just heard on the news today from someone in the health sector overseas warning not put faith in a vaccine any time soon Its yet to pass safety requirements and current Oxford group has temporarily suspended research due to an adverse reaction,1
1270381015698210818t,   Make sure it passes animal testing not like the vaccine,1
1288222567870926855t, and  I am not sure even non anti vax folks will be game to get vaccinated unless they are shown its SAFE and effective I worry the process is being rushed and who trusts 45 to do the right thing,1
1334814557135581186t, Ask Nigerians if they trust an experimental vaccine from Pfizer that their government gave the company indemnity from litigation ,1
1365736165677035522t,All these years we took the flu vaccine and all kinds of medications when all we had to do was wash our hands and wear masks ,0
1418209516567416856t,61YearOld Man Develops Bells Palsy After Receiving Pfizer C0V1D Jab NoVaccinePassport ToryDictatorship NadhimZahawiLiar VaccinesWork  ,0
1369108334993940481t,  Im pregnant so Im both under increased risk of COVID and in a situation where the vaccine probably wont have side effects but hasnt been tested for pregnancy Like every other medication under the sun,1
1374521360186142722t,   Its not a vaccine like we had Its an experimental vaccine Kids are not dying from this virus so why do they need it,1
1263851885947170817t,Doubts over Oxford vaccine as it fails to stop coronavirus in animal trials  via   And the bullshit goes on If you gave Covid to 12 doz healthy humans they wouldnt get pneumonia either The only sensible conclusion is  it doesnt work,1
1355669877969870848t, Same piece said 25 remain at risk of death because of the efficiency rate and  of people who will get the vaccine Which is true I guess but following that logic everyone is at risk of dying in a car crash or getting cancer,0
1371505763856883713t,France Germany and Italy latest countries to suspend use of AstraZeneca COVID19 vaccine  ,0
1364282453242839047t,   These are warp speed which have been developed in less than a year vaccines normally take 1015 years because the long term safety effects are studied Scientists do not know much about the virus How can you say the vaccine has been tested extensively Pfizer manipulate data,1
1239883021924401156t,  Yes they are cutting corners in their desperation to get a vaccine When they have it they will be forcing it upon the population,0
1282965724500295681t,Bill Gates 4 billion Covid vaccine from the worlds best scientists No thanks Globalists it hasnt been tested enough Baba Zorkas Russian homeopathic tea mixed with petrol urine and herbs grown on Bosnian Pyramid of the Sun Yes sign me up,1
1311387255857176576t, you know what you can do with your vaccineshove it where the sun doesnt shine  ,0
1289599291842088960t, writes that were paying  twice for an unproven vaccine This should be a huge scandal but I guess everyone knows that drug companies rip us off ,1
1353338292910092289t,Which bright spark said that 1 dose was 90 effective Based on what unpublished data sciencenotspin liesandstatistics How effective is the Pfizer vaccine Data from Israel raises questions a  via ,0
1327043394963697665t,    And mostly they are not terribly effective Plus this is a completely novel vaccine as it is an RNA based one Never done before Pfizers trial end date is listed as Dec 2022,0
1361141045744967683t, Dont get the vaccine Its 99 survival rate I have elderly patients who are surviving Covid,0
1304470105896566784t, Bad dude Vaccine for the covid will change every cell in your body enabling the virus to destroy you And this is the leading virus to be considered Event 21 liars killers ,0
1374413820022550535t, They have not undergone any long term safety testing Deaths and Injuries can be tracked here  its estimated that minimal people even report vaccine injury and death because Pharma lines their pockets with cash,1
1333542642777350146t, COVID  a 99 survivability rate If folks want a vaccine that maymay not have hinky ingredients in there wquestionable longterm problems eg GatesAfrican kids then bang on They can do what they want I should have the same right to refuse it wout being depersoned,0
1254193946848366593t, Why are professional doctors who have taken the Hippocratic Oath allowing Antichrist Bill Gates with no medical credentials to take over such a huge responsibility for producing a vaccine Why are they standing back when theyre fully aware of his population control agenda,0
1354543537078095880t,  One dose of the least efficacious vaccine to the most vulnerable in most cases The rush to be first and drape everything in the flag may well have led to poor and risky decision making Johnsons risk appetite is huge as a narcissist he doesnt care about the outcome or people,1
1315864630317789185t,  As far as I can tell scientists have been working on a Corona virus vaccine for the best part of 30 years with little to show for it That now suddenly we should be 18 months away from one should be viewed with suspicion at best,1
1365358112811589632t,After Switzerland BANS the Suspect Garbage Astrazeneca Vaccine India Dumps theirs to Jamaica to get rid of it as it causes a shocking level of damage  death all over the world in yet moremore articles even featured across the corrupt sellout mainstream media Unwanted Drugs,0
1310141380367470592t,  I wear a mask in shops  have done for months and will continue to do so I am however becoming much more sceptical about the governments in the west generally Last week UK public were asked to indemnify companies like AstraZeneca for untested vaccines against claims 12 ,1
1334861111494123520t, Who is clamoring for an untested Covid vaccine with unknown side effects causing long term damage,1
1289238070835810306t, A friends healthy grandmother got that GBS after that vaccine Got out of the pool from her daily swim  collapsed Never walked again  needed breathing assitance symptoms much like polio,0
1366089797580644353t, 3 Large medical or employment networks or governments make the vaccine mandatory This hasnt happened and I seriously doubt it will I give this a less than 1 chance but you seem to think this is the most likely outcome If this happens Im right there with you 4 ,0
1304103605788708865t,The Oxford Vaccine Group brazenly lied about the efficacy of their vaccine in preliminary animal trials ALL of the vaxxed monkeys got just as sick  were just as contagious as the unvaxxed ones ,1
1355923609206861824t, Incomprehensible Incredible multiple scientific fraud in the BioNTech  Pfizer vaccine Phase I clinical data Where is the international quality control Universities Authorities,1
1364978386423189507t,Insisting on a vaccine that many people do not NEED will make much more PROFIT than a treatment for the 1 of people who might need one or a preventative VitaminD supplement  Ziverdo Ivermectin Favipiravir Ivermectin Doxycycline,0
1343575129817821184t, What goes on Thats all the World needs right now if for a defective Chinese vaccine,0
1430812707255554050t,Channel 7 journalist hospitalised with pericarditis after Pfizer vaccine Just like 275 Israelis who developed Myocarditis after pfizer vaccine  via ,0
1374068322438889477t, I mean if they believe thats going to help them then by all means I mean they feel like if they take the vaccination that things will go back to normal yeah think twice Its sad but thats all they want to do go out to the bar or a club like why are you so desperate to do that,0
1375720451952013313t,   I have It takes about 2 yrs to develop  produce a flu vaccine for a certain strain Its not onesizefits all The WHO guesses which strain will be prevalent 2 yrs in advance but may get it wrong  it wont protect from the current strain anyway I dont like medical guesswork,1
1283824445627539457t, because they believe in the fantasy vaccine disease but they dont believe in Covid,0
1441013241006727169t,I dont want my son to take something that is unsafe I believe Covid is dangerous There arent any good easy answers here Though Pfizer says its Covid19 vaccine is safe for kids ages 5 to 11 how many parents will give it to their children ,0
1374947623468212227t,BREAKING Boorish Johnson and Vaccine by Coercion This is Where You Draw the Line Brits    UK UnitedKingdom No2VaccineCrow   ,0
1343934787493502977t,  And then what Where a yellow star and lock them up Pfizer insists on indemnity If theyre not 100 certain the vaccine is safe I dont want it in my body Shouldnt be punished for that,0
1336158078400598017t,  Yes indeed Debs Cohen is brilliant IMHO We will be the lab rats But heh lets fly the flag and accuse anybody who raises legitimate queries about these particular vaccines as antivaxxers or Covid deniers Too many unknowns,1
1366165930636546049t,Johnson and Johnson knowingly put asbestos in talcum power for decades is now expected to come up with a covid vaccine with only a few months of research,1
1274415537716629504t, It takes many years to create a vaccine that is properly tested Everyone is going to eventually get COVID19 Stop being afraid over 99 will survive it,1
1443344458196688899t,Not worse The Pfizer booster shot has yielded similar rates of reported side effects as the second dose according to a new  report ,0
1333501143096258561t, Defacto forced vaccine No life for you if you dont take the rushed experimental vaccine Tyranny There is no reason they cant vaccinate the vulnerable only and move on with life,1
1336064613008412672t,There is no proof that what Pfizer has even works,0
1377536485201743874t,Woman suffers agonizing rash after OxfordAstraZeneca COVID vaccine  ,0
1365729194156654595t,Ive always been a little bit plagued by FOMO and dont get me wrongif youve gotten vaccinated Im happy for you but Im getting impatient and terrified,0
1254751729679294464t, Why is Fauchi and Gates pushing a vaccine for Covid19 that is yet to be available without any test on long term effects like ability to have healthy children for generations to come all to save humanity from a virus that does not affect more than 1 of the population Money,1
1368619113766084618t, I live on my own lead a quiet life I dont travel go to the theatre restaurants pubs clubs The risk from the vaccine is higher than the risk from COVID And the risk from the Pfizer experiment is not worth taking Ill manage my own body thank as I have done for 69 yrs,1
1326931730800934913t,cause DS wants to brand us as if were their chattel pets casting votes in CA btw Further POTUS has never called Regeneron a vaccine Hes consistently advocated for alternatives to vaccines Then the Pfizer guy resigns the very Day FDA announces Hmmph,0
1305274352611590145t, The only way to actually test a Covid19 vaccine is to give half the test subjects Covid19 after youve given them the vaccine Anything else is just a guesstimation CNN TrumpVirus  ,1
1377250830475264000t, Severe Skin Rash reaction was reported with the Johnson  Johnson Vaccine in Virginia as well,0
1262219834072408065t, petering out is the exact term I use Its just another annual new corona virus Its on its way out Talk of a vaccine is almost comicalexcept that its being pushed by a certain billionaire computer nerd that is obsessed with injecting people and seems to run cdc policy,0
1344457973364617216t,    Theyre lying about absolutely everything Vantam said on the news today masks and social distancing wont end as theyre not sure if the vaccine prevents transmission It would be nice if people would wake up and realise the lockdowns are not going to end,0
1375148874369658883t,This is exactly why people shouldnt be in a rush for this vaccine Technical read but still clear to understand Please share ,1
1299770033455992835t,Any vaccine candidate that shortcuts any phase of the study andor completion of safety  efficacy data would have disastrous consequences As it stands now 12000 subjects without a placebo arm is a setup for failure in all aspects of clinical research of novel products oxford,1
1276197889723772930t,Has anyone else noticed the sudden spike in corona terror reporting in the media Phrases like new dangerous phase and a vaccine must be rushedAfrica needs the vaccine now One must wonder if the media are being given media handouts with what to say dictated by the ANC,1
1329467557854777344t,  The vaccine doesnt have a recovery rate It has an effectiveness rate of around 90 The recovery rate for COVID withOUT a vaccine is 9854997 making it 02 more fatal than the flu,0
1294460220979187713t,Russias Top Respiratory Doc Quits alleging Gross Ethics Violations by Russian scientists rushing an untested and certainly ineffective vaccine Brazils Duterte Says Hell Be Guinea Pig For Putins wacky untested crackpot Vaccine ,1
1334836186926428161t,    I will explain better  Brits pay taxes to Gov and Gov pay insurance to cover from UNLICENSED VACCINE damages made by Pfizer which will be never responsible Gov purchased their vaccine without any long term data available on side effectCLEAR ENOUGH,1
1293379404538818561t,so galit na galit ang lahat sa dengvaxia pero excited sa russian covid19 vaccine they skipped the 3rd phase just so they could say they developed the 1st vaccine wake up ginagawa tayong lab rats,1
1354980640182177797t,So speaks the leader advising people to take a untested vaccine no idea what is in it People are the Guina Pigs first time ever How FKING irresponsible of you Why you will not be getting my vote You should be charge for this one day ,1
1435253685706235911t,Third Man Dies After Receiving Contaminated Moderna COVID19 Vaccine SmartNews ,0
1374087937017659398t,India now bought 1Mio doses of the AstraZenecavaccine from SouthAfrica as its useless against the SAvariant  the expiration date of the vaccine was extended from April to July  ,0
1373979668257370115t,I dont believe the lie that its just a coincidence that most autism emerges upon vaccination or soon after Deaths from viruses already declined by 90 percent BEFORE vaccines were introduced No actuallyautistic person would ever downplay autism Thats ableism,0
1278953383865520128t,ICMR under political pressure has asked Bharat Biotech to fast track an Indian COVID vaccine which has not passed mandated trials The responsibility of saving your lives lies entirely with each one of you The Govt is ready to sacrifice you for a political end,1
1367842070560399361t,So there is 200k up for grabs to anyone who can isolate and create a pure sample of SARS covid 2 as yet not claimed how can there be a pandemic if the virus doesnt exist and how can a vaccine be created to protect against it,0
1334284920420708352t, Do you care that Pfizer have form for manipulating data Did you check out how they lied about Zoloft  how many have died You wont have to take this DNA altering vaccine the worlds first mRNA which is in production less than a year even though vaccines take 1015 years,1
1293460976734359552t,   I would strongly suggest the Russian vaccine for anyone thinking we need a vaccine to get over Covid19 What is the survival rate again,0
1327366053324840961t,That mofo is trying to race HIS vaccine through before Pfizer gets theirs out Dont volunteer folks Probably inject you with floor sweepings,1
1316439956865327109t,So this needle wielding megalomaniac doesnt want us to trust the CDC and FDA but wants us to trust him and private pharmaceutical companies like Pfizer and J and J He lied about meeting Epstein Gave Epstein 2 mil in secret ,0
1306715166734725120t,They just undermined confidence in their vaccine I would get the vaccine but not by BioNTech or Pfizer,0
1371100202984214530t,In Italy Oxford Astrazeneca Vaccine very bad reactions are multiplying and they have started to stop administration in various regions of Italy too UKgov is actually checking this out too So Europeans are not doing it on urpose  stupid UK MEDIA,0
1382106379171852289t,Federal authorities recommended that states stop using Johnson  Johnsons Covid19 vaccine while an investigation is conducted into six serious cases of clotting problems  one of which was fatal  that were reported among women who received the vaccine ,0
1361823114733248521t,HOW does any of this make sence when the vaccine does NOT stop you getting COVID and does NOT stop transmission Where is the logic There is none This conspiracy theory a true It is control,0
1255825272798089219t,But they said there is no vaccine yet where will this one come from StoptheNCDCBill,0
1334922504318566400t,Lol this is the issue  I get what he was trying to say covid is nearly not as bad as the bubonic plague  so why compare it to such all were trying to say is a vaccine shouldnt be rushed and pushed onto people lets not try to tweet something just to make a shock statement,1
1364696495140843522t,Having such a laugh at the Telegraphs desperate attempt to get the younger generation thinking about taking a vaccine I hope they do not comply,0
1361382231869071363t, Its not a vaccine and cannot legally be referred to as such Its an experimental liabilityfree DNA altering medical device In China  Russia they have actual Covid vaccines This vaccine aint it,1
1386749168534712322t,    And the Johnson and Johnson vaccine when it first came out they didnt know anything about blood clots cuz it hadnt been studied long enough to know anything just like with the other ones,1
1344755745376636928t, Any vaccine like this will be suspicious Where is the cancer vaccine This at this moment is more lethal than cancer But yet they found a vaccine They made this distrust in pharmaceuticals because Americans have been raped for so long by the same companies you want us to trust,0
1336263110253047809t, Everyone does realise the Pfizer Vaccine trials were due to continue until 2023 so effectively these people taking the Vaccine are still technically Lab Guinea Pigs,1
1408481638279827458t,the  put out a tweet  which is sensationalistic  which leave out the important detail these over dozen fully vaccinated doctors  it was all with a Chinese vaccine that has provided ZERO efficacy data where similar events in other countries prove it is WORTHLESS ,1
1355912154508103680t,Amen If the plandemic were a pandemic no one would need to tell you Im amazed how many people are willing to get an EXPERIMENTAL vaccine for a virus that is survivable for people without serious underlying health conditions,1
1324680913142374400t,My gp has just asked me if I want to be a volunteer for a covid vaccine The fecking cheek of them so ill and they do everything they can to block my hospital Drs getting tests for me Refusing my 24hr blood pressure test now  ,0
1320823271697256449t, Right now I am far more afraid of this Vaccine than I am of Covid Transparency is a good thing,0
1334182031043997696t,Pfizer so they confirm the drugwho will take this vaccination Before you doing get you some healing herbs honey 20 off ,0
1334705193288671232t,Philadelphia Priest Dies After Participating In Moderna COVID Vaccine Trial Three of the other 15 human guinea pigs in the highdose cohort  250MG  reportedly suffered a serious adverse event within 43 days of receiving Modernas jab ,0
1297650413714444290t,  You really dont want the vaccine trust meyou wanna talk death Wait till they roll that out you will see it then,0
1338379308662976512t,  Please advocate for vitamin D3 Instead of a chemical protein substrate vaccine Protect our troops with vitamin D3 Not with an mRNA vaccine stronger immune systems prevent COVID19 from weakening the body,0
1370038958000910336t,Fear of Fatal Blood Clots Cited as Spate of Countries Move to Halt Use of AstraZeneca COVID Jabs  via ,0
